	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
1930					KAJ1087892.1	60.8	158	2.66e-57	Nr			KAJ1087892.1 hypothetical protein NDU88_001051 [Pleurodeles waltl]	347	Pleurodeles waltl	hypothetical protein NDU88_001051
1931					XP_008580540.1	58.1	160	4.0600000000000004e-57	Nr			XP_008580540.1 PREDICTED: serpin I2 [Galeopterus variegatus]	404	Galeopterus variegatus	PREDICTED: serpin I2
1932					O75830	56.9	160	5.65e-57	Swiss-Prot	SERPINI2	SPI2_HUMAN	sp|O75830|SPI2_HUMAN Serpin I2 OS=Homo sapiens OX=9606 GN=SERPINI2 PE=1 SV=1	405	Homo sapiens	Serpin I2
1933					A0A8C2NHQ8	56.7	157	1.7500000000000001e-56	TrEMBL	SERPINI2	A0A8C2NHQ8_CAPHI	tr|A0A8C2NHQ8|A0A8C2NHQ8_CAPHI Serpin family I member 2 OS=Capra hircus OX=9925 GN=SERPINI2 PE=3 SV=1	376	Capra hircus	Serpin family I member 2
1934					XP_037381649.1	57.5	160	4.63e-56	Nr			XP_037381649.1 serpin I2 [Talpa occidentalis]	405	Talpa occidentalis	serpin I2
1935					XP_004674990.1	57.5	160	4.63e-56	Nr			XP_004674990.1 PREDICTED: serpin I2 [Condylura cristata]	405	Condylura cristata	PREDICTED: serpin I2
1936					A0A4W2FWN6	56.3	160	5.0600000000000005e-56	TrEMBL	SERPINI2	A0A4W2FWN6_BOBOX	tr|A0A4W2FWN6|A0A4W2FWN6_BOBOX Serpin family I member 2 OS=Bos indicus x Bos taurus OX=30522 GN=SERPINI2 PE=3 SV=1	405	Bos indicus x Bos taurus	Serpin family I member 2
1937					A6QPW6	56.3	160	5.0600000000000005e-56	TrEMBL	SERPINI2	A6QPW6_BOVIN	tr|A6QPW6|A6QPW6_BOVIN SERPINI2 protein OS=Bos taurus OX=9913 GN=SERPINI2 PE=2 SV=1	405	Bos taurus	SERPINI2 protein
1938					A0A6P3GV19	56.3	160	5.0600000000000005e-56	TrEMBL	SERPINI2	A0A6P3GV19_BISBI	tr|A0A6P3GV19|A0A6P3GV19_BISBI serpin I2 OS=Bison bison bison OX=43346 GN=SERPINI2 PE=3 SV=1	405	Bison bison bison	serpin I2
1939					A0A6P5BEE0	56.3	160	5.0600000000000005e-56	TrEMBL	SERPINI2	A0A6P5BEE0_BOSIN	tr|A0A6P5BEE0|A0A6P5BEE0_BOSIN serpin I2 OS=Bos indicus OX=9915 GN=SERPINI2 PE=3 SV=1	405	Bos indicus	serpin I2
1940					A0A8B7FI34	57.9	159	6.75e-56	TrEMBL	SERPINI2	A0A8B7FI34_MICMU	tr|A0A8B7FI34|A0A8B7FI34_MICMU serpin I2 isoform X2 OS=Microcebus murinus OX=30608 GN=SERPINI2 PE=3 SV=1	348	Microcebus murinus	serpin I2 isoform X2
1941					A0A8J6FTZ7	59.3	145	6.920000000000001e-56	TrEMBL	GDO78_001782	A0A8J6FTZ7_ELECQ	tr|A0A8J6FTZ7|A0A8J6FTZ7_ELECQ SERPIN domain-containing protein (Fragment) OS=Eleutherodactylus coqui OX=57060 GN=GDO78_001782 PE=3 SV=1	298	Eleutherodactylus coqui	SERPIN domain-containing protein (Fragment)
1942					XP_018413290.1	55.1	158	1.0099999999999999e-55	Nr			XP_018413290.1 PREDICTED: serpin I2 [Nanorana parkeri]	409	Nanorana parkeri	PREDICTED: serpin I2
1943					A0A6J3R9Q7	57.5	160	1.0099999999999999e-55	TrEMBL	SERPINI2	A0A6J3R9Q7_TURTR	tr|A0A6J3R9Q7|A0A6J3R9Q7_TURTR serpin I2 OS=Tursiops truncatus OX=9739 GN=SERPINI2 PE=3 SV=1	405	Tursiops truncatus	serpin I2
1944					XP_019815501.1	56.3	160	1.3e-55	Nr			XP_019815501.1 PREDICTED: serpin I2 [Bos indicus]	405	Bos indicus	PREDICTED: serpin I2
1945					XP_006077346.2	58.7	150	1.3e-55	Nr			XP_006077346.2 serpin I2 [Bubalus bubalis]	405	Bubalus bubalis	serpin I2
1946					NP_001095524.1	56.3	160	1.3e-55	Nr			NP_001095524.1 serpin I2 precursor [Bos taurus]	405	Bos taurus	serpin I2 precursor
1947					A0A8T1TEQ1	55.7	158	1.69e-55	TrEMBL	SERPINI2	A0A8T1TEQ1_CHESE	tr|A0A8T1TEQ1|A0A8T1TEQ1_CHESE Serpin family I member 2 OS=Chelydra serpentina OX=8475 GN=SERPINI2 PE=3 SV=1	384	Chelydra serpentina	Serpin family I member 2
1948					XP_012607666.1	57.9	159	1.73e-55	Nr			XP_012607666.1 serpin I2 isoform X2 [Microcebus murinus]	348	Microcebus murinus	serpin I2 isoform X2
1949					TEA30894.1	57.5	160	1.7499999999999998e-55	Nr			TEA30894.1 hypothetical protein DBR06_SOUSAS3510040, partial [Sousa chinensis]	389	Sousa chinensis	hypothetical protein DBR06_SOUSAS3510040, partial
1950					KAG9494126.1	59.3	145	1.78e-55	Nr			KAG9494126.1 hypothetical protein GDO78_001782, partial [Eleutherodactylus coqui]	298	Eleutherodactylus coqui	hypothetical protein GDO78_001782, partial
1951					A0A452F5F2	55.6	160	2e-55	TrEMBL	SERPINI2	A0A452F5F2_CAPHI	tr|A0A452F5F2|A0A452F5F2_CAPHI Serpin family I member 2 OS=Capra hircus OX=9925 GN=SERPINI2 PE=3 SV=1	405	Capra hircus	Serpin family I member 2
1952					A0A0D9RJ70	57.5	160	2e-55	TrEMBL	SERPINI2	A0A0D9RJ70_CHLSB	tr|A0A0D9RJ70|A0A0D9RJ70_CHLSB Serpin family I member 2 OS=Chlorocebus sabaeus OX=60711 GN=SERPINI2 PE=3 SV=1	405	Chlorocebus sabaeus	Serpin family I member 2
1953					A0A8B9X0A7	55.6	160	2e-55	TrEMBL	WDR49	A0A8B9X0A7_BOSMU	tr|A0A8B9X0A7|A0A8B9X0A7_BOSMU WD repeat domain 49 OS=Bos mutus grunniens OX=30521 GN=WDR49 PE=3 SV=1	405	Bos mutus grunniens	WD repeat domain 49
1954					XP_030720096.1	57.5	160	2.59e-55	Nr			XP_030720096.1 serpin I2 [Globicephala melas]	405	Globicephala melas	serpin I2
1955					XP_027814480.2	55.6	160	2.59e-55	Nr			XP_027814480.2 serpin I2 [Ovis aries]	405	Ovis aries	serpin I2
1956					XP_033711332.1	57.5	160	2.59e-55	Nr			XP_033711332.1 serpin I2 [Tursiops truncatus]	405	Tursiops truncatus	serpin I2
1957					A0A8C2QSW0	55.0	160	2.6899999999999998e-55	TrEMBL	SERPINI2	A0A8C2QSW0_CAPHI	tr|A0A8C2QSW0|A0A8C2QSW0_CAPHI Serpin family I member 2 OS=Capra hircus OX=9925 GN=SERPINI2 PE=3 SV=1	375	Capra hircus	Serpin family I member 2
1958					A0A2J8WTU0	57.5	160	2.82e-55	TrEMBL	CR201_G0007893	A0A2J8WTU0_PONAB	tr|A0A2J8WTU0|A0A2J8WTU0_PONAB SERPINI2 isoform 1 OS=Pongo abelii OX=9601 GN=CR201_G0007893 PE=3 SV=1	405	Pongo abelii	SERPINI2 isoform 1
1959					A0A8C5YET6	56.9	160	2.82e-55	TrEMBL	SERPINI2	A0A8C5YET6_MICMU	tr|A0A8C5YET6|A0A8C5YET6_MICMU Serpin family I member 2 OS=Microcebus murinus OX=30608 GN=SERPINI2 PE=3 SV=1	405	Microcebus murinus	Serpin family I member 2
1960					G3R4R7	58.1	160	2.82e-55	TrEMBL	SERPINI2	G3R4R7_GORGO	tr|G3R4R7|G3R4R7_GORGO Serpin family I member 2 OS=Gorilla gorilla gorilla OX=9595 GN=SERPINI2 PE=3 SV=2	405	Gorilla gorilla gorilla	Serpin family I member 2
1961					A0A2J8P1S5	57.5	160	2.95e-55	TrEMBL	CK820_G0006140	A0A2J8P1S5_PANTR	tr|A0A2J8P1S5|A0A2J8P1S5_PANTR SERPINI2 isoform 8 (Fragment) OS=Pan troglodytes OX=9598 GN=CK820_G0006140 PE=3 SV=1	365	Pan troglodytes	SERPINI2 isoform 8 (Fragment)
1962					XP_040205238.1	59.3	145	3.0099999999999997e-55	Nr			XP_040205238.1 serpin I2 [Rana temporaria]	426	Rana temporaria	serpin I2
1963					KAG6939234.1	55.7	158	4.35e-55	Nr			KAG6939234.1 serpin family I member 2 [Chelydra serpentina]	384	Chelydra serpentina	serpin family I member 2
1964					XP_007970381.2	57.5	160	5.1399999999999996e-55	Nr			XP_007970381.2 serpin I2 [Chlorocebus sabaeus]	405	Chlorocebus sabaeus	serpin I2
1965					XP_005905743.1	55.6	160	5.1399999999999996e-55	Nr			XP_005905743.1 PREDICTED: serpin I2 [Bos mutus]	405	Bos mutus	PREDICTED: serpin I2
1966					Q9JK88	52.5	160	5.409999999999999e-54	Swiss-Prot	Serpini2	SPI2_MOUSE	sp|Q9JK88|SPI2_MOUSE Serpin I2 OS=Mus musculus OX=10090 GN=Serpini2 PE=1 SV=1	405	Mus musculus	Serpin I2
1967					P29508	42.6	148	5.3399999999999995e-30	Swiss-Prot	SERPINB3	SPB3_HUMAN	sp|P29508|SPB3_HUMAN Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2	390	Homo sapiens	Serpin B3
1968					Q90935	38.4	151	1.35e-28	Swiss-Prot	SERPINI1	NEUS_CHICK	sp|Q90935|NEUS_CHICK Neuroserpin OS=Gallus gallus OX=9031 GN=SERPINI1 PE=1 SV=1	410	Gallus gallus	Neuroserpin
1969					Q99574	37.7	154	3.64e-28	Swiss-Prot	SERPINI1	NEUS_HUMAN	sp|Q99574|NEUS_HUMAN Neuroserpin OS=Homo sapiens OX=9606 GN=SERPINI1 PE=1 SV=1	410	Homo sapiens	Neuroserpin
1970					P48594	41.5	147	2.07e-27	Swiss-Prot	SERPINB4	SPB4_HUMAN	sp|P48594|SPB4_HUMAN Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2	390	Homo sapiens	Serpin B4
1971					O35684	37.6	149	6.980000000000001e-27	Swiss-Prot	Serpini1	NEUS_MOUSE	sp|O35684|NEUS_MOUSE Neuroserpin OS=Mus musculus OX=10090 GN=Serpini1 PE=1 SV=1	410	Mus musculus	Neuroserpin
1972					Q9JLD2	36.9	149	3.59e-26	Swiss-Prot	Serpini1	NEUS_RAT	sp|Q9JLD2|NEUS_RAT Neuroserpin OS=Rattus norvegicus OX=10116 GN=Serpini1 PE=1 SV=1	410	Rattus norvegicus	Neuroserpin
1973					Q96P15	40.5	148	1.1e-25	Swiss-Prot	SERPINB11	SPB11_HUMAN	sp|Q96P15|SPB11_HUMAN Serpin B11 OS=Homo sapiens OX=9606 GN=SERPINB11 PE=2 SV=1	392	Homo sapiens	Serpin B11
1974					Q9CQV3	38.7	150	1.04e-24	Swiss-Prot	Serpinb11	SPB11_MOUSE	sp|Q9CQV3|SPB11_MOUSE Serpin B11 OS=Mus musculus OX=10090 GN=Serpinb11 PE=2 SV=1	388	Mus musculus	Serpin B11
1975					Q6J201	36.5	148	1.2799999999999999e-24	Swiss-Prot		SPI_CYACP	sp|Q6J201|SPI_CYACP Serine protease inhibitor OS=Cyanea capillata OX=27804 PE=1 SV=1	377	Cyanea capillata	Serine protease inhibitor
1976					O08800	35.0	163	8.89e-24	Swiss-Prot	Serpinb8	SPB8_MOUSE	sp|O08800|SPB8_MOUSE Serpin B8 OS=Mus musculus OX=10090 GN=Serpinb8 PE=1 SV=2	374	Mus musculus	Serpin B8
1977					O73790	34.9	166	9.08e-24	Swiss-Prot	SERPINB10	SPB10_CHICK	sp|O73790|SPB10_CHICK Heterochromatin-associated protein MENT OS=Gallus gallus OX=9031 GN=SERPINB10 PE=1 SV=1	410	Gallus gallus	Heterochromatin-associated protein MENT
1978					Q52L45	36.4	151	9.18e-24	Swiss-Prot	serpinb1	ILEU_XENLA	sp|Q52L45|ILEU_XENLA Leukocyte elastase inhibitor OS=Xenopus laevis OX=8355 GN=serpinb1 PE=2 SV=1	377	Xenopus laevis	Leukocyte elastase inhibitor
1979					Q5MGH0	39.0	136	1.35e-23	Swiss-Prot		SPI3_LONON	sp|Q5MGH0|SPI3_LONON Serine protease inhibitor 3/4 (Fragment) OS=Lonomia obliqua OX=304329 PE=1 SV=1	383	Lonomia obliqua	Serine protease inhibitor 3/4 (Fragment)
1980					Q60854	35.8	148	1.7799999999999998e-23	Swiss-Prot	Serpinb6	SPB6_MOUSE	sp|Q60854|SPB6_MOUSE Serpin B6 OS=Mus musculus OX=10090 GN=Serpinb6 PE=1 SV=1	378	Mus musculus	Serpin B6
1981					Q1JPB0	34.9	152	3.3999999999999995e-23	Swiss-Prot	SERPINB1	ILEU_BOVIN	sp|Q1JPB0|ILEU_BOVIN Leukocyte elastase inhibitor OS=Bos taurus OX=9913 GN=SERPINB1 PE=2 SV=2	377	Bos taurus	Leukocyte elastase inhibitor
1982					Q5I0S8	36.4	151	1.2500000000000001e-22	Swiss-Prot	serpinb1	ILEU_XENTR	sp|Q5I0S8|ILEU_XENTR Leukocyte elastase inhibitor OS=Xenopus tropicalis OX=8364 GN=serpinb1 PE=2 SV=1	377	Xenopus tropicalis	Leukocyte elastase inhibitor
1983					B0UYL8	36.5	148	2.42e-22	Swiss-Prot	serpine3	SERP3_DANRE	sp|B0UYL8|SERP3_DANRE Probable serpin E3 OS=Danio rerio OX=7955 GN=serpine3 PE=3 SV=1	417	Danio rerio	Probable serpin E3
1984					P50452	34.4	163	3.23e-22	Swiss-Prot	SERPINB8	SPB8_HUMAN	sp|P50452|SPB8_HUMAN Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8 PE=1 SV=2	374	Homo sapiens	Serpin B8
1985					B3RFC3	36.0	150	3.96e-22	Swiss-Prot	SERPINB10	SPB10_SORAR	sp|B3RFC3|SPB10_SORAR Serpin B10 OS=Sorex araneus OX=42254 GN=SERPINB10 PE=3 SV=1	397	Sorex araneus	Serpin B10
1986					Q5BIR5	35.6	163	4.4800000000000005e-22	Swiss-Prot	SERPINB8	SPB8_BOVIN	sp|Q5BIR5|SPB8_BOVIN Serpin B8 OS=Bos taurus OX=9913 GN=SERPINB8 PE=2 SV=1	374	Bos taurus	Serpin B8
1987					P80034	35.4	144	4.52e-22	Swiss-Prot		ACH2_BOMMO	sp|P80034|ACH2_BOMMO Antichymotrypsin-2 OS=Bombyx mori OX=7091 PE=1 SV=1	375	Bombyx mori	Antichymotrypsin-2
1988					P22922	35.4	144	5.26e-22	Swiss-Prot		A1AT_BOMMO	sp|P22922|A1AT_BOMMO Antitrypsin OS=Bombyx mori OX=7091 PE=1 SV=2	392	Bombyx mori	Antitrypsin
1989					Q6V115	37.8	148	6.73e-22	Swiss-Prot	SERPINB14	OVAL_COTCO	sp|Q6V115|OVAL_COTCO Ovalbumin OS=Coturnix coturnix OX=9091 GN=SERPINB14 PE=2 SV=3	383	Coturnix coturnix	Ovalbumin
1990	Cluster-75151.144308_NODE_74476_length_2205_cov_23.162769_g26581_i0	bombina_pachypus_corset_DEGS_blastx	8.23869846748864	1.2685026927371e-06	A0A6P8SUL3	35.7	115	1.04e-16	TrEMBL	IZUMO1	A0A6P8SUL3_GEOSA	tr|A0A6P8SUL3|A0A6P8SUL3_GEOSA izumo sperm-egg fusion protein 1 OS=Geotrypetes seraphini OX=260995 GN=IZUMO1 PE=3 SV=1	303	Geotrypetes seraphini	izumo sperm-egg fusion protein 1
1991					XP_033818281.1	35.7	115	2.66e-16	Nr			XP_033818281.1 izumo sperm-egg fusion protein 1 [Geotrypetes seraphini]	303	Geotrypetes seraphini	izumo sperm-egg fusion protein 1
1992					XP_053315779.1	35.5	110	1.25e-14	Nr			XP_053315779.1 izumo sperm-egg fusion protein 1-like [Spea bombifrons]	366	Spea bombifrons	izumo sperm-egg fusion protein 1-like
1993					A0A8C5PXX0	33.3	111	1.72e-14	TrEMBL		A0A8C5PXX0_9ANUR	tr|A0A8C5PXX0|A0A8C5PXX0_9ANUR Ig-like domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	431	Leptobrachium leishanense	Ig-like domain-containing protein
1994					A0A8C5PXC9	33.3	111	1.86e-14	TrEMBL		A0A8C5PXC9_9ANUR	tr|A0A8C5PXC9|A0A8C5PXC9_9ANUR Ig-like domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=3 SV=1	460	Leptobrachium leishanense	Ig-like domain-containing protein
1995					A0A8B7BBV6	37.5	104	2.81e-13	TrEMBL	IZUMO1	A0A8B7BBV6_ORYAF	tr|A0A8B7BBV6|A0A8B7BBV6_ORYAF izumo sperm-egg fusion protein 1 OS=Orycteropus afer afer OX=1230840 GN=IZUMO1 PE=3 SV=1	312	Orycteropus afer afer	izumo sperm-egg fusion protein 1
1996					Q9D9J7	34.8	92	4.46e-13	Swiss-Prot	Izumo1	IZUM1_MOUSE	sp|Q9D9J7|IZUM1_MOUSE Izumo sperm-egg fusion protein 1 OS=Mus musculus OX=10090 GN=Izumo1 PE=1 SV=1	397	Mus musculus	Izumo sperm-egg fusion protein 1
1997					XP_007956311.1	37.5	104	7.21e-13	Nr			XP_007956311.1 izumo sperm-egg fusion protein 1 [Orycteropus afer afer]	312	Orycteropus afer afer	izumo sperm-egg fusion protein 1
1998					Q8IYV9	36.8	95	1.82e-12	Swiss-Prot	IZUMO1	IZUM1_HUMAN	sp|Q8IYV9|IZUM1_HUMAN Izumo sperm-egg fusion protein 1 OS=Homo sapiens OX=9606 GN=IZUMO1 PE=1 SV=2	350	Homo sapiens	Izumo sperm-egg fusion protein 1
1999					A0A7J8C805	35.9	103	3.75e-12	TrEMBL	HJG59_007010	A0A7J8C805_MOLMO	tr|A0A7J8C805|A0A7J8C805_MOLMO Izumo sperm-egg fusion 1 OS=Molossus molossus OX=27622 GN=HJG59_007010 PE=3 SV=1	315	Molossus molossus	Izumo sperm-egg fusion 1
2000					A0A7J8C7W5	35.9	103	3.96e-12	TrEMBL	HJG59_007010	A0A7J8C7W5_MOLMO	tr|A0A7J8C7W5|A0A7J8C7W5_MOLMO Izumo sperm-egg fusion 1 OS=Molossus molossus OX=27622 GN=HJG59_007010 PE=3 SV=1	322	Molossus molossus	Izumo sperm-egg fusion 1
2001					A0A7J8C7V3	35.9	103	4.97e-12	TrEMBL	HJG59_007010	A0A7J8C7V3_MOLMO	tr|A0A7J8C7V3|A0A7J8C7V3_MOLMO Izumo sperm-egg fusion 1 OS=Molossus molossus OX=27622 GN=HJG59_007010 PE=3 SV=1	359	Molossus molossus	Izumo sperm-egg fusion 1
2002					A0A7J8C829	35.9	103	5.14e-12	TrEMBL	HJG59_007010	A0A7J8C829_MOLMO	tr|A0A7J8C829|A0A7J8C829_MOLMO Izumo sperm-egg fusion 1 OS=Molossus molossus OX=27622 GN=HJG59_007010 PE=3 SV=1	366	Molossus molossus	Izumo sperm-egg fusion 1
2003					KAF6406977.1	35.9	103	9.64e-12	Nr			KAF6406977.1 izumo sperm-egg fusion 1 [Molossus molossus]	315	Molossus molossus	izumo sperm-egg fusion 1
2004					KAF6406978.1	35.9	103	1.02e-11	Nr			KAF6406978.1 izumo sperm-egg fusion 1 [Molossus molossus]	322	Molossus molossus	izumo sperm-egg fusion 1
2005					KAF6406975.1	35.9	103	1.28e-11	Nr			KAF6406975.1 izumo sperm-egg fusion 1 [Molossus molossus]	359	Molossus molossus	izumo sperm-egg fusion 1
2006					XP_036131715.1	35.9	103	1.32e-11	Nr			XP_036131715.1 izumo sperm-egg fusion protein 1 [Molossus molossus]	366	Molossus molossus	izumo sperm-egg fusion protein 1
2007					Q6AY06	35.9	92	1.75e-11	Swiss-Prot	Izumo1	IZUM1_RAT	sp|Q6AY06|IZUM1_RAT Izumo sperm-egg fusion protein 1 OS=Rattus norvegicus OX=10116 GN=Izumo1 PE=1 SV=1	383	Rattus norvegicus	Izumo sperm-egg fusion protein 1
2008					XP_036994145.1	37.0	100	2.65e-11	Nr			XP_036994145.1 izumo sperm-egg fusion protein 1 [Artibeus jamaicensis]	384	Artibeus jamaicensis	izumo sperm-egg fusion protein 1
2009					A0A2Y9DWR9	35.7	98	3.62e-11	TrEMBL	LOC101356734	A0A2Y9DWR9_TRIMA	tr|A0A2Y9DWR9|A0A2Y9DWR9_TRIMA izumo sperm-egg fusion protein 1 OS=Trichechus manatus latirostris OX=127582 GN=LOC101356734 PE=3 SV=1	320	Trichechus manatus latirostris	izumo sperm-egg fusion protein 1
2010					A0A834DFF5	36.0	100	5.38e-11	TrEMBL	HJG60_006978	A0A834DFF5_9CHIR	tr|A0A834DFF5|A0A834DFF5_9CHIR Izumo sperm-egg fusion 1 OS=Phyllostomus discolor OX=89673 GN=HJG60_006978 PE=3 SV=1	423	Phyllostomus discolor	Izumo sperm-egg fusion 1
2011					A0A6J2N838	36.0	100	5.38e-11	TrEMBL	IZUMO1	A0A6J2N838_9CHIR	tr|A0A6J2N838|A0A6J2N838_9CHIR izumo sperm-egg fusion protein 1 OS=Phyllostomus discolor OX=89673 GN=IZUMO1 PE=3 SV=1	423	Phyllostomus discolor	izumo sperm-egg fusion protein 1
2012					A0A8D2HN50	37.9	95	7.04e-11	TrEMBL		A0A8D2HN50_UROPR	tr|A0A8D2HN50|A0A8D2HN50_UROPR Ig-like domain-containing protein OS=Urocitellus parryii OX=9999 PE=3 SV=1	325	Urocitellus parryii	Ig-like domain-containing protein
2013					A0A7J8C850	37.8	90	8.36e-11	TrEMBL	HJG59_007010	A0A7J8C850_MOLMO	tr|A0A7J8C850|A0A7J8C850_MOLMO Izumo sperm-egg fusion 1 OS=Molossus molossus OX=27622 GN=HJG59_007010 PE=3 SV=1	268	Molossus molossus	Izumo sperm-egg fusion 1
2014					XP_004381889.2	35.7	98	9.29e-11	Nr			XP_004381889.2 izumo sperm-egg fusion protein 1 [Trichechus manatus latirostris]	320	Trichechus manatus latirostris	izumo sperm-egg fusion protein 1
2015					XP_045712169.1	36.0	100	1.27e-10	Nr			XP_045712169.1 izumo sperm-egg fusion protein 1 [Phyllostomus hastatus]	387	Phyllostomus hastatus	izumo sperm-egg fusion protein 1
2016					KAF6077846.1	36.0	100	1.38e-10	Nr			KAF6077846.1 izumo sperm-egg fusion 1 [Phyllostomus discolor]	423	Phyllostomus discolor	izumo sperm-egg fusion 1
2017					XP_028386120.1	36.0	100	1.38e-10	Nr			XP_028386120.1 izumo sperm-egg fusion protein 1 [Phyllostomus discolor]	423	Phyllostomus discolor	izumo sperm-egg fusion protein 1
2018					5B5K_A	34.8	92	1.47e-10	Nr			5B5K_A Crystal structure of Izumo1, the mammalian sperm ligand for egg Juno [Mus musculus]	236	Mus musculus	Crystal structure of Izumo1, the mammalian sperm ligand for egg Juno
2019					A0A455R725	34.8	92	1.86e-10	TrEMBL	Izumo1	A0A455R725_MOUSE	tr|A0A455R725|A0A455R725_MOUSE Izumo sperm-egg fusion protein 1 OS=Mus musculus OX=10090 GN=Izumo1 PE=2 SV=1	428	Mus musculus	Izumo sperm-egg fusion protein 1
2020					A0A075IMC7	36.8	95	1.97e-10	TrEMBL	IZUMO1	A0A075IMC7_LAGLA	tr|A0A075IMC7|A0A075IMC7_LAGLA Izumo sperm-egg fusion protein (Fragment) OS=Lagothrix lagotricha OX=9519 GN=IZUMO1 PE=3 SV=1	170	Lagothrix lagotricha	Izumo sperm-egg fusion protein (Fragment)
2021					XP_007508018.1	39.2	102	2.12e-10	Nr			XP_007508018.1 PREDICTED: LOW QUALITY PROTEIN: izumo sperm-egg fusion protein 1 [Monodelphis domestica]	562	Monodelphis domestica	PREDICTED: LOW QUALITY PROTEIN: izumo sperm-egg fusion protein 1
2022					KAF6406979.1	37.8	90	2.15e-10	Nr			KAF6406979.1 izumo sperm-egg fusion 1 [Molossus molossus]	268	Molossus molossus	izumo sperm-egg fusion 1
2023					A0A6I9K3Q9	35.7	98	2.18e-10	TrEMBL	IZUMO1	A0A6I9K3Q9_CHRAS	tr|A0A6I9K3Q9|A0A6I9K3Q9_CHRAS izumo sperm-egg fusion protein 1 OS=Chrysochloris asiatica OX=185453 GN=IZUMO1 PE=3 SV=1	365	Chrysochloris asiatica	izumo sperm-egg fusion protein 1
2024					XP_012862104.1	34.5	110	2.25e-10	Nr			XP_012862104.1 izumo sperm-egg fusion protein 1 [Echinops telfairi]	310	Echinops telfairi	izumo sperm-egg fusion protein 1
2025					A0A8C6HHX8	34.8	92	2.39e-10	TrEMBL		A0A8C6HHX8_MUSSI	tr|A0A8C6HHX8|A0A8C6HHX8_MUSSI Izumo sperm-egg fusion 1 OS=Mus spicilegus OX=10103 PE=3 SV=1	397	Mus spicilegus	Izumo sperm-egg fusion 1
2026					XP_026261992.1	37.9	95	2.46e-10	Nr			XP_026261992.1 izumo sperm-egg fusion protein 1 [Urocitellus parryii]	402	Urocitellus parryii	izumo sperm-egg fusion protein 1
2027					XP_044132571.1	32.6	135	2.72e-10	Nr			XP_044132571.1 izumo sperm-egg fusion protein 1-like [Bufo gargarizans]	342	Bufo gargarizans	izumo sperm-egg fusion protein 1-like
2028					KAG3256448.1	37.9	95	2.73e-10	Nr			KAG3256448.1 izumo sperm-egg fusion protein 1-like [Ictidomys tridecemlineatus]	343	Ictidomys tridecemlineatus	izumo sperm-egg fusion protein 1-like
2029					G3QFY5	36.8	95	2.81e-10	TrEMBL	IZUMO1	G3QFY5_GORGO	tr|G3QFY5|G3QFY5_GORGO Izumo sperm-egg fusion 1 OS=Gorilla gorilla gorilla OX=9595 GN=IZUMO1 PE=3 SV=2	350	Gorilla gorilla gorilla	Izumo sperm-egg fusion 1
2030					A0A075IKB2	34.5	113	2.81e-10	TrEMBL	IZUMO1	A0A075IKB2_SAGLB	tr|A0A075IKB2|A0A075IKB2_SAGLB Izumo sperm-egg fusion protein (Fragment) OS=Saguinus labiatus OX=78454 GN=IZUMO1 PE=3 SV=1	210	Saguinus labiatus	Izumo sperm-egg fusion protein (Fragment)
2031					XP_018872163.1	36.8	95	2.86e-10	Nr			XP_018872163.1 izumo sperm-egg fusion protein 1 isoform X3 [Gorilla gorilla gorilla]	237	Gorilla gorilla gorilla	izumo sperm-egg fusion protein 1 isoform X3
2032					A0A8D2DLX3	36.8	95	2.9e-10	TrEMBL		A0A8D2DLX3_SCIVU	tr|A0A8D2DLX3|A0A8D2DLX3_SCIVU Izumo-Ig domain-containing protein OS=Sciurus vulgaris OX=55149 PE=3 SV=1	300	Sciurus vulgaris	Izumo-Ig domain-containing protein
2033					B4DX00	36.8	95	2.96e-10	TrEMBL		B4DX00_HUMAN	tr|B4DX00|B4DX00_HUMAN cDNA FLJ61440, highly similar to Izumo sperm-egg fusion protein 1 OS=Homo sapiens OX=9606 PE=2 SV=1	237	Homo sapiens	cDNA FLJ61440, highly similar to Izumo sperm-egg fusion protein 1
2034					5JK9_A	38.7	93	3.2e-10	Nr			5JK9_A Crystal structure of human IZUMO1 [Homo sapiens]	246	Homo sapiens	Crystal structure of human IZUMO1
2035					A0A6P5Q235	34.8	92	3.29e-10	TrEMBL	Izumo1	A0A6P5Q235_MUSCR	tr|A0A6P5Q235|A0A6P5Q235_MUSCR izumo sperm-egg fusion protein 1 OS=Mus caroli OX=10089 GN=Izumo1 PE=3 SV=1	402	Mus caroli	izumo sperm-egg fusion protein 1
2036					A0A7J7SJI0	35.1	97	3.39e-10	TrEMBL	mRhiFer1_007060	A0A7J7SJI0_RHIFE	tr|A0A7J7SJI0|A0A7J7SJI0_RHIFE Izumo sperm-egg fusion 1 OS=Rhinolophus ferrumequinum OX=59479 GN=mRhiFer1_007060 PE=3 SV=1	324	Rhinolophus ferrumequinum	Izumo sperm-egg fusion 1
