	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
1136					XP_030412433.1	76.2	773	0.0	Nr			XP_030412433.1 monofunctional C1-tetrahydrofolate synthase, mitochondrial isoform X2 [Gopherus evgoodei]	951	Gopherus evgoodei	monofunctional C1-tetrahydrofolate synthase, mitochondrial isoform X2
1137					A0A8C8SI99	76.7	773	0.0	TrEMBL		A0A8C8SI99_9SAUR	tr|A0A8C8SI99|A0A8C8SI99_9SAUR formate--tetrahydrofolate ligase OS=Pelusios castaneus OX=367368 PE=3 SV=1	950	Pelusios castaneus	formate--tetrahydrofolate ligase
1138					A0A674I9L8	76.7	771	0.0	TrEMBL	MTHFD1L	A0A674I9L8_TERCA	tr|A0A674I9L8|A0A674I9L8_TERCA formate--tetrahydrofolate ligase OS=Terrapene carolina triunguis OX=2587831 GN=MTHFD1L PE=3 SV=1	770	Terrapene carolina triunguis	formate--tetrahydrofolate ligase
1139					K7GJE5	76.7	773	0.0	TrEMBL	MTHFD1L	K7GJE5_PELSI	tr|K7GJE5|K7GJE5_PELSI formate--tetrahydrofolate ligase OS=Pelodiscus sinensis OX=13735 GN=MTHFD1L PE=3 SV=1	908	Pelodiscus sinensis	formate--tetrahydrofolate ligase
1140					B0JZH4	77.7	773	0.0	TrEMBL	mthfd1l	B0JZH4_XENTR	tr|B0JZH4|B0JZH4_XENTR formate--tetrahydrofolate ligase OS=Xenopus tropicalis OX=8364 GN=mthfd1l PE=2 SV=1	955	Xenopus tropicalis	formate--tetrahydrofolate ligase
1141					A0A1L8G7L9	77.9	773	0.0	TrEMBL	mthfd1l.L	A0A1L8G7L9_XENLA	tr|A0A1L8G7L9|A0A1L8G7L9_XENLA formate--tetrahydrofolate ligase OS=Xenopus laevis OX=8355 GN=mthfd1l.L PE=3 SV=1	960	Xenopus laevis	formate--tetrahydrofolate ligase
1142					A0A6I8PZT0	77.7	773	0.0	TrEMBL	mthfd1l	A0A6I8PZT0_XENTR	tr|A0A6I8PZT0|A0A6I8PZT0_XENTR formate--tetrahydrofolate ligase OS=Xenopus tropicalis OX=8364 GN=mthfd1l PE=3 SV=1	937	Xenopus tropicalis	formate--tetrahydrofolate ligase
1143					A0A6I8PY90	77.7	773	0.0	TrEMBL	mthfd1l	A0A6I8PY90_XENTR	tr|A0A6I8PY90|A0A6I8PY90_XENTR formate--tetrahydrofolate ligase OS=Xenopus tropicalis OX=8364 GN=mthfd1l PE=3 SV=2	953	Xenopus tropicalis	formate--tetrahydrofolate ligase
1144					A0A6I8Q3V6	77.7	773	0.0	TrEMBL	mthfd1l	A0A6I8Q3V6_XENTR	tr|A0A6I8Q3V6|A0A6I8Q3V6_XENTR formate--tetrahydrofolate ligase OS=Xenopus tropicalis OX=8364 GN=mthfd1l PE=3 SV=2	900	Xenopus tropicalis	formate--tetrahydrofolate ligase
1145					A0A4D9EPV8	76.4	774	0.0	TrEMBL	DR999_PMT09154	A0A4D9EPV8_9SAUR	tr|A0A4D9EPV8|A0A4D9EPV8_9SAUR formate--tetrahydrofolate ligase OS=Platysternon megacephalum OX=55544 GN=DR999_PMT09154 PE=3 SV=1	952	Platysternon megacephalum	formate--tetrahydrofolate ligase
1146					A0A8C3HVC2	76.2	773	0.0	TrEMBL	MTHFD1L	A0A8C3HVC2_CHRPI	tr|A0A8C3HVC2|A0A8C3HVC2_CHRPI formate--tetrahydrofolate ligase OS=Chrysemys picta bellii OX=8478 GN=MTHFD1L PE=3 SV=1	951	Chrysemys picta bellii	formate--tetrahydrofolate ligase
1147					A0A7K7VCQ1	76.5	773	0.0	TrEMBL	Mthfd1l	A0A7K7VCQ1_EUDEL	tr|A0A7K7VCQ1|A0A7K7VCQ1_EUDEL formate--tetrahydrofolate ligase (Fragment) OS=Eudromia elegans OX=8805 GN=Mthfd1l PE=3 SV=1	830	Eudromia elegans	formate--tetrahydrofolate ligase (Fragment)
1148					A0A452H4S6	76.3	773	0.0	TrEMBL		A0A452H4S6_9SAUR	tr|A0A452H4S6|A0A452H4S6_9SAUR formate--tetrahydrofolate ligase OS=Gopherus agassizii OX=38772 PE=3 SV=1	951	Gopherus agassizii	formate--tetrahydrofolate ligase
1149					A0A8C4WJ09	76.2	773	0.0	TrEMBL	MTHFD1L	A0A8C4WJ09_9SAUR	tr|A0A8C4WJ09|A0A8C4WJ09_9SAUR formate--tetrahydrofolate ligase OS=Gopherus evgoodei OX=1825980 GN=MTHFD1L PE=3 SV=1	951	Gopherus evgoodei	formate--tetrahydrofolate ligase
1150					A0A6P7XEP5	76.7	773	0.0	TrEMBL	MTHFD1L	A0A6P7XEP5_9AMPH	tr|A0A6P7XEP5|A0A6P7XEP5_9AMPH formate--tetrahydrofolate ligase OS=Microcaecilia unicolor OX=1415580 GN=MTHFD1L PE=3 SV=1	891	Microcaecilia unicolor	formate--tetrahydrofolate ligase
1151					A0A7K7ANL9	76.2	773	0.0	TrEMBL	Mthfd1l	A0A7K7ANL9_9AVES	tr|A0A7K7ANL9|A0A7K7ANL9_9AVES formate--tetrahydrofolate ligase (Fragment) OS=Nothoprocta ornata OX=83376 GN=Mthfd1l PE=3 SV=1	830	Nothoprocta ornata	formate--tetrahydrofolate ligase (Fragment)
1152					A0A8C9A780	74.9	773	0.0	TrEMBL	MTHFD1L	A0A8C9A780_PROSS	tr|A0A8C9A780|A0A8C9A780_PROSS formate--tetrahydrofolate ligase OS=Prolemur simus OX=1328070 GN=MTHFD1L PE=3 SV=1	909	Prolemur simus	formate--tetrahydrofolate ligase
1153					A0A7K6ZKX6	76.2	773	0.0	TrEMBL	Mthfd1l	A0A7K6ZKX6_9AVES	tr|A0A7K6ZKX6|A0A7K6ZKX6_9AVES formate--tetrahydrofolate ligase (Fragment) OS=Nothoprocta pentlandii OX=2585814 GN=Mthfd1l PE=3 SV=1	830	Nothoprocta pentlandii	formate--tetrahydrofolate ligase (Fragment)
1154					A0A7K4JXZ0	76.6	773	0.0	TrEMBL	Mthfd1l	A0A7K4JXZ0_9AVES	tr|A0A7K4JXZ0|A0A7K4JXZ0_9AVES formate--tetrahydrofolate ligase (Fragment) OS=Crypturellus soui OX=458187 GN=Mthfd1l PE=3 SV=1	831	Crypturellus soui	formate--tetrahydrofolate ligase (Fragment)
1155					A0A2K6EFS7	75.0	773	0.0	TrEMBL	MTHFD1L	A0A2K6EFS7_PROCO	tr|A0A2K6EFS7|A0A2K6EFS7_PROCO formate--tetrahydrofolate ligase OS=Propithecus coquereli OX=379532 GN=MTHFD1L PE=3 SV=1	977	Propithecus coquereli	formate--tetrahydrofolate ligase
1156					K7EBW2	75.3	773	0.0	TrEMBL	MTHFD1L	K7EBW2_ORNAN	tr|K7EBW2|K7EBW2_ORNAN formate--tetrahydrofolate ligase OS=Ornithorhynchus anatinus OX=9258 GN=MTHFD1L PE=3 SV=2	942	Ornithorhynchus anatinus	formate--tetrahydrofolate ligase
1157					F6ZN65	75.3	773	0.0	TrEMBL	MTHFD1L	F6ZN65_ORNAN	tr|F6ZN65|F6ZN65_ORNAN formate--tetrahydrofolate ligase OS=Ornithorhynchus anatinus OX=9258 GN=MTHFD1L PE=3 SV=3	920	Ornithorhynchus anatinus	formate--tetrahydrofolate ligase
1158					A0A6P6CKP6	75.4	773	0.0	TrEMBL	MTHFD1L	A0A6P6CKP6_PTEVA	tr|A0A6P6CKP6|A0A6P6CKP6_PTEVA formate--tetrahydrofolate ligase OS=Pteropus vampyrus OX=132908 GN=MTHFD1L PE=3 SV=1	868	Pteropus vampyrus	formate--tetrahydrofolate ligase
1159					A0A2Y9QZX6	74.9	773	0.0	TrEMBL	LOC101346017	A0A2Y9QZX6_TRIMA	tr|A0A2Y9QZX6|A0A2Y9QZX6_TRIMA formate--tetrahydrofolate ligase OS=Trichechus manatus latirostris OX=127582 GN=LOC101346017 PE=3 SV=1	868	Trichechus manatus latirostris	formate--tetrahydrofolate ligase
1160					A0A8B7R329	75.4	773	0.0	TrEMBL	MTHFD1L	A0A8B7R329_HIPAR	tr|A0A8B7R329|A0A8B7R329_HIPAR formate--tetrahydrofolate ligase OS=Hipposideros armiger OX=186990 GN=MTHFD1L PE=3 SV=1	977	Hipposideros armiger	formate--tetrahydrofolate ligase
1161					A0A485N0A9	74.9	773	0.0	TrEMBL	LYPA_23C000365	A0A485N0A9_LYNPA	tr|A0A485N0A9|A0A485N0A9_LYNPA formate--tetrahydrofolate ligase OS=Lynx pardinus OX=191816 GN=LYPA_23C000365 PE=3 SV=1	978	Lynx pardinus	formate--tetrahydrofolate ligase
1162					Q6UB35	74.6	773	0.0	Swiss-Prot	MTHFD1L	C1TM_HUMAN	sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1	978	Homo sapiens	Monofunctional C1-tetrahydrofolate synthase, mitochondrial
1163					Q0VCR7	74.9	773	0.0	Swiss-Prot	MTHFD1L	C1TM_BOVIN	sp|Q0VCR7|C1TM_BOVIN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Bos taurus OX=9913 GN=MTHFD1L PE=2 SV=2	975	Bos taurus	Monofunctional C1-tetrahydrofolate synthase, mitochondrial
1164					Q3V3R1	73.5	773	0.0	Swiss-Prot	Mthfd1l	C1TM_MOUSE	sp|Q3V3R1|C1TM_MOUSE Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Mus musculus OX=10090 GN=Mthfd1l PE=1 SV=2	977	Mus musculus	Monofunctional C1-tetrahydrofolate synthase, mitochondrial
1165					Q922D8	59.9	783	1.09e-318	Swiss-Prot	Mthfd1	C1TC_MOUSE	sp|Q922D8|C1TC_MOUSE C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Mthfd1 PE=1 SV=4	935	Mus musculus	C-1-tetrahydrofolate synthase, cytoplasmic
1166					P11586	59.9	783	2.39e-317	Swiss-Prot	MTHFD1	C1TC_HUMAN	sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4	935	Homo sapiens	C-1-tetrahydrofolate synthase, cytoplasmic
1167					Q5R8P0	59.5	783	7.66e-316	Swiss-Prot	MTHFD1	C1TC_PONAB	sp|Q5R8P0|C1TC_PONAB C-1-tetrahydrofolate synthase, cytoplasmic OS=Pongo abelii OX=9601 GN=MTHFD1 PE=2 SV=3	935	Pongo abelii	C-1-tetrahydrofolate synthase, cytoplasmic
1168					P27653	59.3	783	1.09e-315	Swiss-Prot	Mthfd1	C1TC_RAT	sp|P27653|C1TC_RAT C-1-tetrahydrofolate synthase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Mthfd1 PE=1 SV=3	935	Rattus norvegicus	C-1-tetrahydrofolate synthase, cytoplasmic
1169					O96553	51.3	783	1.39e-254	Swiss-Prot	pug	C1TC_DROME	sp|O96553|C1TC_DROME C-1-tetrahydrofolate synthase, cytoplasmic OS=Drosophila melanogaster OX=7227 GN=pug PE=2 SV=4	968	Drosophila melanogaster	C-1-tetrahydrofolate synthase, cytoplasmic
1170					Q27772	50.7	785	7.56e-251	Swiss-Prot		C1TC_SPOFR	sp|Q27772|C1TC_SPOFR C-1-tetrahydrofolate synthase, cytoplasmic OS=Spodoptera frugiperda OX=7108 PE=2 SV=3	933	Spodoptera frugiperda	C-1-tetrahydrofolate synthase, cytoplasmic
1171					Q9SPK5	58.5	629	3.71e-246	Swiss-Prot	THFS	FTHS_ARATH	sp|Q9SPK5|FTHS_ARATH Formate--tetrahydrofolate ligase OS=Arabidopsis thaliana OX=3702 GN=THFS PE=2 SV=1	634	Arabidopsis thaliana	Formate--tetrahydrofolate ligase
1172					P28723	58.5	629	1.0099999999999999e-241	Swiss-Prot		FTHS_SPIOL	sp|P28723|FTHS_SPIOL Formate--tetrahydrofolate ligase OS=Spinacia oleracea OX=3562 PE=1 SV=3	637	Spinacia oleracea	Formate--tetrahydrofolate ligase
1173					Q8WZJ7	49.2	794	3.8399999999999995e-241	Swiss-Prot	SPBC839.16	C1TC_SCHPO	sp|Q8WZJ7|C1TC_SCHPO C-1-tetrahydrofolate synthase, cytoplasmic OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC839.16 PE=3 SV=1	937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	C-1-tetrahydrofolate synthase, cytoplasmic
1174					P09440	48.9	800	8.58e-233	Swiss-Prot	MIS1	C1TM_YEAST	sp|P09440|C1TM_YEAST C-1-tetrahydrofolate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIS1 PE=1 SV=1	975	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	C-1-tetrahydrofolate synthase, mitochondrial
1175					P07245	47.8	800	3.57e-230	Swiss-Prot	ADE3	C1TC_YEAST	sp|P07245|C1TC_YEAST C-1-tetrahydrofolate synthase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE3 PE=1 SV=1	946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	C-1-tetrahydrofolate synthase, cytoplasmic
1176					O43007	45.4	801	1.06e-218	Swiss-Prot	ade9	C1TM_SCHPO	sp|O43007|C1TM_SCHPO C-1-tetrahydrofolate synthase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ade9 PE=3 SV=3	972	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	C-1-tetrahydrofolate synthase, mitochondrial
1177					A4J0S6	46.3	624	3.35e-174	Swiss-Prot	fhs	FTHS_DESRM	sp|A4J0S6|FTHS_DESRM Formate--tetrahydrofolate ligase OS=Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) OX=349161 GN=fhs PE=3 SV=1	567	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1)	Formate--tetrahydrofolate ligase
1178					A7NGQ9	48.3	582	1.75e-170	Swiss-Prot	fhs	FTHS_ROSCS	sp|A7NGQ9|FTHS_ROSCS Formate--tetrahydrofolate ligase OS=Roseiflexus castenholzii (strain DSM 13941 / HLO8) OX=383372 GN=fhs PE=3 SV=1	564	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	Formate--tetrahydrofolate ligase
1179					A5UPV2	45.4	614	9.08e-165	Swiss-Prot	fhs	FTHS_ROSS1	sp|A5UPV2|FTHS_ROSS1 Formate--tetrahydrofolate ligase OS=Roseiflexus sp. (strain RS-1) OX=357808 GN=fhs PE=3 SV=1	564	Roseiflexus sp. (strain RS-1)	Formate--tetrahydrofolate ligase
1180					A4FL80	45.4	619	3.04e-157	Swiss-Prot	fhs	FTHS_SACEN	sp|A4FL80|FTHS_SACEN Formate--tetrahydrofolate ligase OS=Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338) OX=405948 GN=fhs PE=3 SV=1	565	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	Formate--tetrahydrofolate ligase
1181					Q1AXZ4	43.9	628	4.87e-156	Swiss-Prot	fhs1	FTHS1_RUBXD	sp|Q1AXZ4|FTHS1_RUBXD Formate--tetrahydrofolate ligase 1 OS=Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129 / PRD-1) OX=266117 GN=fhs1 PE=3 SV=1	576	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129 / PRD-1)	Formate--tetrahydrofolate ligase 1
1182					Q1AVP8	43.9	628	4.87e-156	Swiss-Prot	fhs2	FTHS2_RUBXD	sp|Q1AVP8|FTHS2_RUBXD Formate--tetrahydrofolate ligase 2 OS=Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129 / PRD-1) OX=266117 GN=fhs2 PE=3 SV=1	576	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129 / PRD-1)	Formate--tetrahydrofolate ligase 2
1183					Q1AT39	43.8	628	1.25e-155	Swiss-Prot	fhs3	FTHS3_RUBXD	sp|Q1AT39|FTHS3_RUBXD Formate--tetrahydrofolate ligase 3 OS=Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129 / PRD-1) OX=266117 GN=fhs3 PE=3 SV=1	573	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129 / PRD-1)	Formate--tetrahydrofolate ligase 3
1184					Q2RM91	42.3	624	7.92e-153	Swiss-Prot	fhs	FTHS_MOOTA	sp|Q2RM91|FTHS_MOOTA Formate--tetrahydrofolate ligase OS=Moorella thermoacetica (strain ATCC 39073 / JCM 9320) OX=264732 GN=fhs PE=1 SV=1	559	Moorella thermoacetica (strain ATCC 39073 / JCM 9320)	Formate--tetrahydrofolate ligase
1185					A9B4H8	43.3	624	8.96e-152	Swiss-Prot	fhs	FTHS_HERA2	sp|A9B4H8|FTHS_HERA2 Formate--tetrahydrofolate ligase OS=Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95) OX=316274 GN=fhs PE=3 SV=1	570	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	Formate--tetrahydrofolate ligase
1186					Q3A9K2	42.8	619	9.04e-151	Swiss-Prot	fhs	FTHS_CARHZ	sp|Q3A9K2|FTHS_CARHZ Formate--tetrahydrofolate ligase OS=Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901) OX=246194 GN=fhs PE=3 SV=1	556	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	Formate--tetrahydrofolate ligase
1187	Cluster-60030.1_A1.NODE_34740_length_4346_cov_31.091143_g11108_i5	salamandra_salamandra_sud-nord_blastp	-4.87406601455275	0.0123181091770976	KAJ1204826.1	86.2	903	0.0	Nr			KAJ1204826.1 hypothetical protein NDU88_000264 [Pleurodeles waltl]	2136	Pleurodeles waltl	hypothetical protein NDU88_000264
1188					XP_029457227.1	61.7	917	0.0	Nr			XP_029457227.1 low-density lipoprotein receptor-related protein 2-like isoform X3 [Rhinatrema bivittatum]	2054	Rhinatrema bivittatum	low-density lipoprotein receptor-related protein 2-like isoform X3
1189					XP_029457208.1	61.7	917	0.0	Nr			XP_029457208.1 low-density lipoprotein receptor-related protein 2-like isoform X1 [Rhinatrema bivittatum]	2126	Rhinatrema bivittatum	low-density lipoprotein receptor-related protein 2-like isoform X1
1190					XP_029457218.1	61.7	917	0.0	Nr			XP_029457218.1 low-density lipoprotein receptor-related protein 2-like isoform X2 [Rhinatrema bivittatum]	2125	Rhinatrema bivittatum	low-density lipoprotein receptor-related protein 2-like isoform X2
1191					XP_042712206.1	57.6	925	0.0	Nr			XP_042712206.1 low-density lipoprotein receptor-related protein 2-like [Chrysemys picta bellii]	1855	Chrysemys picta bellii	low-density lipoprotein receptor-related protein 2-like
1192					XP_043400460.1	57.9	914	0.0	Nr			XP_043400460.1 prolow-density lipoprotein receptor-related protein 1-like isoform X1 [Chelonia mydas]	2113	Chelonia mydas	prolow-density lipoprotein receptor-related protein 1-like isoform X1
1193					XP_043400461.1	57.9	914	0.0	Nr			XP_043400461.1 prolow-density lipoprotein receptor-related protein 1-like isoform X2 [Chelonia mydas]	2112	Chelonia mydas	prolow-density lipoprotein receptor-related protein 1-like isoform X2
1194					XP_038256814.1	57.2	922	0.0	Nr			XP_038256814.1 prolow-density lipoprotein receptor-related protein 1-like isoform X2 [Dermochelys coriacea]	2120	Dermochelys coriacea	prolow-density lipoprotein receptor-related protein 1-like isoform X2
1195					XP_043369198.1	57.2	922	0.0	Nr			XP_043369198.1 prolow-density lipoprotein receptor-related protein 1-like isoform X1 [Dermochelys coriacea]	2121	Dermochelys coriacea	prolow-density lipoprotein receptor-related protein 1-like isoform X1
1196					XP_034628820.1	57.4	925	0.0	Nr			XP_034628820.1 prolow-density lipoprotein receptor-related protein 1-like [Trachemys scripta elegans]	2076	Trachemys scripta elegans	prolow-density lipoprotein receptor-related protein 1-like
1197					XP_039398569.1	57.3	927	0.0	Nr			XP_039398569.1 prolow-density lipoprotein receptor-related protein 1-like [Mauremys reevesii]	2121	Mauremys reevesii	prolow-density lipoprotein receptor-related protein 1-like
1198					XP_030050393.1	59.0	907	0.0	Nr			XP_030050393.1 low-density lipoprotein receptor-related protein 1-like isoform X2 [Microcaecilia unicolor]	2048	Microcaecilia unicolor	low-density lipoprotein receptor-related protein 1-like isoform X2
1199					XP_030050392.1	59.0	907	0.0	Nr			XP_030050392.1 low-density lipoprotein receptor-related protein 2-like isoform X1 [Microcaecilia unicolor]	2121	Microcaecilia unicolor	low-density lipoprotein receptor-related protein 2-like isoform X1
1200					XP_044873676.1	56.9	926	0.0	Nr			XP_044873676.1 prolow-density lipoprotein receptor-related protein 1-like isoform X1 [Mauremys mutica]	2121	Mauremys mutica	prolow-density lipoprotein receptor-related protein 1-like isoform X1
1201					XP_044873677.1	56.9	926	0.0	Nr			XP_044873677.1 low-density lipoprotein receptor-related protein 2-like isoform X2 [Mauremys mutica]	2107	Mauremys mutica	low-density lipoprotein receptor-related protein 2-like isoform X2
1202					KAH1169874.1	56.9	926	0.0	Nr			KAH1169874.1 hypothetical protein KIL84_000859 [Mauremys mutica]	2121	Mauremys mutica	hypothetical protein KIL84_000859
1203					XP_048703077.1	56.8	921	0.0	Nr			XP_048703077.1 low-density lipoprotein receptor-related protein 4-like [Caretta caretta]	1680	Caretta caretta	low-density lipoprotein receptor-related protein 4-like
1204					XP_033771431.1	57.9	907	0.0	Nr			XP_033771431.1 low-density lipoprotein receptor-related protein 2-like [Geotrypetes seraphini]	2119	Geotrypetes seraphini	low-density lipoprotein receptor-related protein 2-like
1205					XP_019377400.1	58.0	886	0.0	Nr			XP_019377400.1 PREDICTED: low-density lipoprotein receptor-related protein 2-like [Gavialis gangeticus]	2173	Gavialis gangeticus	PREDICTED: low-density lipoprotein receptor-related protein 2-like
1206					XP_014451246.2	56.4	919	0.0	Nr			XP_014451246.2 PREDICTED: prolow-density lipoprotein receptor-related protein 1 [Alligator mississippiensis]	2141	Alligator mississippiensis	PREDICTED: prolow-density lipoprotein receptor-related protein 1
1207					KYO31281.1	56.4	919	0.0	Nr			KYO31281.1 low-density lipoprotein receptor-related protein 2 [Alligator mississippiensis]	2157	Alligator mississippiensis	low-density lipoprotein receptor-related protein 2
1208					XP_025047208.1	56.5	919	0.0	Nr			XP_025047208.1 prolow-density lipoprotein receptor-related protein 1-like [Alligator sinensis]	2164	Alligator sinensis	prolow-density lipoprotein receptor-related protein 1-like
1209					KAG8593872.1	53.1	901	0.0	Nr			KAG8593872.1 hypothetical protein GDO81_000976 [Engystomops pustulosus]	2121	Engystomops pustulosus	hypothetical protein GDO81_000976
1210					KAG6921672.1	63.9	679	0.0	Nr			KAG6921672.1 low density lipoprotein receptor-related protein 5, partial [Chelydra serpentina]	694	Chelydra serpentina	low density lipoprotein receptor-related protein 5, partial
1211					A0A8C3HI73	57.6	925	0.0	TrEMBL		A0A8C3HI73_CHRPI	tr|A0A8C3HI73|A0A8C3HI73_CHRPI Low-density lipoprotein receptor-related protein 2-like OS=Chrysemys picta bellii OX=8478 PE=3 SV=1	1276	Chrysemys picta bellii	Low-density lipoprotein receptor-related protein 2-like
1212					A0A6P7XD05	59.0	907	0.0	TrEMBL	LOC115463769	A0A6P7XD05_9AMPH	tr|A0A6P7XD05|A0A6P7XD05_9AMPH low-density lipoprotein receptor-related protein 1-like isoform X2 OS=Microcaecilia unicolor OX=1415580 GN=LOC115463769 PE=4 SV=1	2048	Microcaecilia unicolor	low-density lipoprotein receptor-related protein 1-like isoform X2
1213					A0A6P7X451	59.0	907	0.0	TrEMBL	LOC115463769	A0A6P7X451_9AMPH	tr|A0A6P7X451|A0A6P7X451_9AMPH low-density lipoprotein receptor-related protein 2-like isoform X1 OS=Microcaecilia unicolor OX=1415580 GN=LOC115463769 PE=4 SV=1	2121	Microcaecilia unicolor	low-density lipoprotein receptor-related protein 2-like isoform X1
1214					A0A6P8P7F1	57.9	907	0.0	TrEMBL	LOC117346133	A0A6P8P7F1_GEOSA	tr|A0A6P8P7F1|A0A6P8P7F1_GEOSA low-density lipoprotein receptor-related protein 2-like OS=Geotrypetes seraphini OX=260995 GN=LOC117346133 PE=4 SV=1	2119	Geotrypetes seraphini	low-density lipoprotein receptor-related protein 2-like
1215					A0A151N398	56.4	919	0.0	TrEMBL	LRP13	A0A151N398_ALLMI	tr|A0A151N398|A0A151N398_ALLMI Low-density lipoprotein receptor-related protein 2 OS=Alligator mississippiensis OX=8496 GN=LRP13 PE=4 SV=1	2157	Alligator mississippiensis	Low-density lipoprotein receptor-related protein 2
1216					A0A3Q0FNH1	56.5	919	0.0	TrEMBL	LOC102384636	A0A3Q0FNH1_ALLSI	tr|A0A3Q0FNH1|A0A3Q0FNH1_ALLSI prolow-density lipoprotein receptor-related protein 1-like OS=Alligator sinensis OX=38654 GN=LOC102384636 PE=4 SV=1	2164	Alligator sinensis	prolow-density lipoprotein receptor-related protein 1-like
1217					A0A8T1RXP2	63.9	679	0.0	TrEMBL	G0U57_005942	A0A8T1RXP2_CHESE	tr|A0A8T1RXP2|A0A8T1RXP2_CHESE Low density lipoprotein receptor-related protein 5 (Fragment) OS=Chelydra serpentina OX=8475 GN=G0U57_005942 PE=4 SV=1	694	Chelydra serpentina	Low density lipoprotein receptor-related protein 5 (Fragment)
1218					XP_040181344.1	51.9	902	2.45e-315	Nr			XP_040181344.1 low-density lipoprotein receptor-related protein 1-like isoform X1 [Rana temporaria]	2095	Rana temporaria	low-density lipoprotein receptor-related protein 1-like isoform X1
1219					M7BXX9	55.0	914	6.12e-311	TrEMBL	UY3_09906	M7BXX9_CHEMY	tr|M7BXX9|M7BXX9_CHEMY General vesicular transport factor p115 OS=Chelonia mydas OX=8469 GN=UY3_09906 PE=3 SV=1	2449	Chelonia mydas	General vesicular transport factor p115
1220					A0A3Q2LK16	53.7	912	6.87e-301	TrEMBL		A0A3Q2LK16_HORSE	tr|A0A3Q2LK16|A0A3Q2LK16_HORSE Low-density lipoprotein receptor-related protein 2 OS=Equus caballus OX=9796 PE=4 SV=1	2156	Equus caballus	Low-density lipoprotein receptor-related protein 2
1221					A0A3Q2KKQ0	53.7	912	1.1899999999999999e-300	TrEMBL		A0A3Q2KKQ0_HORSE	tr|A0A3Q2KKQ0|A0A3Q2KKQ0_HORSE Low-density lipoprotein receptor-related protein 2 OS=Equus caballus OX=9796 PE=4 SV=1	2180	Equus caballus	Low-density lipoprotein receptor-related protein 2
