query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-ASIM_LOCUS10967	6326.BUX.s01092.227	1.79e-60	211.0	KOG3575@1|root,KOG3575@2759|Eukaryota,39RMC@33154|Opisthokonta,3BMQU@33208|Metazoa,3CZN3@33213|Bilateria,40E3A@6231|Nematoda,1KWFJ@119089|Chromadorea	33208|Metazoa	K	Ligand binding domain of hormone receptors	Hr96	GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0004879,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006109,GO:0006355,GO:0006357,GO:0006950,GO:0007154,GO:0007165,GO:0008150,GO:0009605,GO:0009889,GO:0009987,GO:0009991,GO:0010468,GO:0010556,GO:0010675,GO:0010906,GO:0019219,GO:0019222,GO:0023052,GO:0030522,GO:0031323,GO:0031326,GO:0031667,GO:0032881,GO:0042592,GO:0042594,GO:0042632,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043467,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0048878,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0055088,GO:0055090,GO:0055092,GO:0060255,GO:0062012,GO:0065007,GO:0065008,GO:0070328,GO:0070873,GO:0080090,GO:0097159,GO:0098531,GO:0140110,GO:1901363,GO:1903506,GO:1990837,GO:2000112,GO:2001141	-	ko:K14035	ko04212,map04212	-	-	-	ko00000,ko00001,ko03000,ko03310	-	-	-	Hormone_recep,zf-C4
gene-ASIM_LOCUS10971	7209.EFO26231.2	0.0	1000.0	KOG4805@1|root,KOG4805@2759|Eukaryota,39WW4@33154|Opisthokonta,3BCKJ@33208|Metazoa,3DKXM@33213|Bilateria,40G4P@6231|Nematoda,1KZ1N@119089|Chromadorea	33208|Metazoa	S	Glutamine and	QSER1	GO:0000003,GO:0001708,GO:0001764,GO:0002119,GO:0002164,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006915,GO:0006928,GO:0007154,GO:0007165,GO:0007166,GO:0007264,GO:0007265,GO:0007267,GO:0007275,GO:0007399,GO:0007548,GO:0008150,GO:0008219,GO:0009653,GO:0009791,GO:0009987,GO:0012501,GO:0016055,GO:0016477,GO:0022008,GO:0022414,GO:0023052,GO:0030154,GO:0032501,GO:0032502,GO:0035556,GO:0040011,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045138,GO:0045165,GO:0046661,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051402,GO:0051674,GO:0051716,GO:0065007,GO:0070997,GO:0090598,GO:0198738,GO:1905114	-	-	-	-	-	-	-	-	-	-	DUF4211
gene-ASIM_LOCUS10972	126957.SMAR004052-PA	1.56e-32	117.0	KOG4753@1|root,KOG4753@2759|Eukaryota,3A72A@33154|Opisthokonta,3BT5G@33208|Metazoa,3D9H0@33213|Bilateria,420J9@6656|Arthropoda	33208|Metazoa	S	Eukaryotic protein of unknown function (DUF872)	TMEM230	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005770,GO:0005783,GO:0005794,GO:0005802,GO:0006810,GO:0008021,GO:0008150,GO:0012505,GO:0016192,GO:0030133,GO:0031410,GO:0031982,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044456,GO:0044464,GO:0045202,GO:0046907,GO:0048489,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0055037,GO:0070382,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098791,GO:0098793,GO:0099003,GO:0099503	-	-	-	-	-	-	-	-	-	-	DUF872
gene-ASIM_LOCUS10973	135651.CBN16198	8.8e-81	263.0	2DA3I@1|root,2THBP@2759|Eukaryota,39DHM@33154|Opisthokonta,3CHGJ@33208|Metazoa,3DYZU@33213|Bilateria,40GBX@6231|Nematoda,1KZ3M@119089|Chromadorea,40SB8@6236|Rhabditida	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-ASIM_LOCUS10987	7209.EFO25169.2	0.0	1896.0	COG1877@1|root,KOG1050@2759|Eukaryota,38EGS@33154|Opisthokonta,3BMA5@33208|Metazoa,3CWD5@33213|Bilateria,40AYH@6231|Nematoda,1KXMR@119089|Chromadorea	33208|Metazoa	G	Catalyzes the production of trehalose from glucose-6- phosphate and UDP-glucose in a 2 step process	Tps1	GO:0003674,GO:0003824,GO:0004805,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0033554,GO:0034637,GO:0042578,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044464,GO:0046351,GO:0050896,GO:0051716,GO:0070413,GO:0071704,GO:1901576	2.4.1.15,3.1.3.12	ko:K01087,ko:K16055	ko00500,ko01100,map00500,map01100	-	R02737,R02778	RC00005,RC00017,RC00049,RC02748	ko00000,ko00001,ko01000,ko01003	-	GT20	-	Glyco_transf_20,Trehalose_PPase
gene-ASIM_LOCUS10990	1561998.Csp11.Scaffold630.g21157.t1	3.48e-292	822.0	KOG3676@1|root,KOG3676@2759|Eukaryota,38C3C@33154|Opisthokonta,3BBRN@33208|Metazoa,3CV5B@33213|Bilateria,40G2Q@6231|Nematoda,1KYSI@119089|Chromadorea,40TH6@6236|Rhabditida	33208|Metazoa	PT	Belongs to the transient receptor (TC 1.A.4) family	Nan	GO:0001101,GO:0001964,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0007600,GO:0007605,GO:0007610,GO:0007626,GO:0007628,GO:0008150,GO:0008324,GO:0008344,GO:0009270,GO:0009415,GO:0009581,GO:0009582,GO:0009605,GO:0009612,GO:0009628,GO:0009629,GO:0010035,GO:0010996,GO:0015075,GO:0015085,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0030001,GO:0030534,GO:0031224,GO:0031226,GO:0032501,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0040011,GO:0042221,GO:0042330,GO:0042332,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0048060,GO:0050877,GO:0050884,GO:0050896,GO:0050905,GO:0050906,GO:0050954,GO:0050974,GO:0050975,GO:0050976,GO:0050982,GO:0051179,GO:0051234,GO:0051606,GO:0055085,GO:0070588,GO:0070838,GO:0071944,GO:0072511,GO:0090659,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901700,GO:1902495,GO:1990351	-	ko:K04974	ko04961,map04961	-	-	-	ko00000,ko00001,ko04040	1.A.4.2.10,1.A.4.2.3	-	-	Ank,Ank_2,Ank_3,Ank_4,Ion_trans
gene-ASIM_LOCUS10999	7209.EFO19065.2	2.01e-251	758.0	COG0038@1|root,KOG0476@2759|Eukaryota,38BU1@33154|Opisthokonta,3BC8U@33208|Metazoa,3CRWJ@33213|Bilateria,40BHP@6231|Nematoda,1KXQV@119089|Chromadorea	33208|Metazoa	P	Voltage gated chloride channel	CLCN2	GO:0001508,GO:0001654,GO:0003008,GO:0003012,GO:0003014,GO:0003091,GO:0003097,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0006833,GO:0006936,GO:0007154,GO:0007275,GO:0007423,GO:0007431,GO:0008150,GO:0008308,GO:0008509,GO:0009925,GO:0009987,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015629,GO:0015698,GO:0016020,GO:0016021,GO:0016323,GO:0016324,GO:0019226,GO:0019227,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0023052,GO:0030104,GO:0030154,GO:0030321,GO:0030323,GO:0030324,GO:0030425,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0034220,GO:0035272,GO:0035295,GO:0035377,GO:0035637,GO:0036477,GO:0042044,GO:0042045,GO:0042383,GO:0042391,GO:0042592,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043010,GO:0043025,GO:0043204,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044297,GO:0044424,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045177,GO:0045178,GO:0046983,GO:0048513,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0048871,GO:0048878,GO:0050877,GO:0050878,GO:0050891,GO:0051179,GO:0051234,GO:0055085,GO:0060041,GO:0060541,GO:0060689,GO:0065007,GO:0065008,GO:0070633,GO:0071944,GO:0097447,GO:0097458,GO:0098590,GO:0098656,GO:0098660,GO:0098661,GO:0098870,GO:0120025,GO:0120038,GO:1902476	-	ko:K05010,ko:K05011	ko04978,map04978	-	-	-	ko00000,ko00001,ko04040	2.A.49.2.1,2.A.49.2.11,2.A.49.2.12,2.A.49.2.13,2.A.49.2.6,2.A.49.2.7	-	-	Voltage_CLC
gene-ASIM_LOCUS11002	7209.EFO13082.1	3.38e-50	167.0	KOG3882@1|root,KOG3882@2759|Eukaryota	2759|Eukaryota	S	cell surface receptor signaling pathway	-	-	-	ko:K17343,ko:K17350,ko:K17352,ko:K21766	-	-	-	-	ko00000,ko04812	-	-	-	Tetraspannin
gene-ASIM_LOCUS11007	7209.EFO21711.1	1.21e-124	374.0	KOG2605@1|root,KOG2605@2759|Eukaryota,39SEE@33154|Opisthokonta,3BA0Q@33208|Metazoa,3CS26@33213|Bilateria,40CSH@6231|Nematoda,1KVCC@119089|Chromadorea	33208|Metazoa	OT	OTU-like cysteine protease	OTUD5	GO:0000003,GO:0001775,GO:0001816,GO:0001817,GO:0001818,GO:0002237,GO:0002250,GO:0002252,GO:0002263,GO:0002285,GO:0002286,GO:0002287,GO:0002292,GO:0002293,GO:0002294,GO:0002295,GO:0002360,GO:0002363,GO:0002366,GO:0002376,GO:0002460,GO:0002520,GO:0002521,GO:0002682,GO:0002790,GO:0002791,GO:0002792,GO:0002819,GO:0002822,GO:0003006,GO:0003674,GO:0003824,GO:0004843,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006810,GO:0006955,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007291,GO:0007349,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009306,GO:0009605,GO:0009607,GO:0009617,GO:0009653,GO:0009987,GO:0010033,GO:0010498,GO:0015031,GO:0015833,GO:0016579,GO:0016787,GO:0019538,GO:0019783,GO:0019941,GO:0019953,GO:0022412,GO:0022414,GO:0030097,GO:0030098,GO:0030154,GO:0030163,GO:0030217,GO:0031647,GO:0032479,GO:0032480,GO:0032496,GO:0032501,GO:0032502,GO:0032504,GO:0032625,GO:0032638,GO:0032660,GO:0032700,GO:0032879,GO:0032880,GO:0032940,GO:0033036,GO:0033993,GO:0035710,GO:0036037,GO:0036211,GO:0036459,GO:0042093,GO:0042110,GO:0042221,GO:0042886,GO:0043161,GO:0043170,GO:0043207,GO:0043367,GO:0043368,GO:0043369,GO:0043373,GO:0043374,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045058,GO:0045165,GO:0045184,GO:0045321,GO:0046631,GO:0046632,GO:0046649,GO:0046903,GO:0048232,GO:0048468,GO:0048513,GO:0048515,GO:0048519,GO:0048523,GO:0048534,GO:0048583,GO:0048609,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050663,GO:0050707,GO:0050708,GO:0050709,GO:0050710,GO:0050776,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051179,GO:0051223,GO:0051224,GO:0051234,GO:0051239,GO:0051241,GO:0051603,GO:0051704,GO:0051707,GO:0061578,GO:0065007,GO:0065008,GO:0070011,GO:0070201,GO:0070536,GO:0070646,GO:0070647,GO:0071108,GO:0071702,GO:0071704,GO:0071705,GO:0072538,GO:0072539,GO:0072540,GO:0072607,GO:0072619,GO:0090087,GO:0101005,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901700,GO:1903530,GO:1903531,GO:1904950,GO:1905076,GO:1905077,GO:1990380,GO:2000316	3.4.19.12	ko:K12655	ko04622,map04622	-	-	-	ko00000,ko00001,ko01000,ko01002,ko04121	-	-	-	OTU
gene-ASIM_LOCUS11010	7209.EFO16380.2	2.2e-224	625.0	KOG1976@1|root,KOG1976@2759|Eukaryota,3A4TZ@33154|Opisthokonta,3BRQQ@33208|Metazoa,3D8PW@33213|Bilateria,40DKD@6231|Nematoda,1KYHP@119089|Chromadorea	33208|Metazoa	I	inositol-polyphosphate 5-phosphatase activity	-	-	3.1.3.56	ko:K01106	ko00562,ko01100,ko04070,map00562,map01100,map04070	M00131	R03394,R03430	RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene-ASIM_LOCUS11011	31234.CRE10168	1.28e-93	279.0	KOG4808@1|root,KOG4808@2759|Eukaryota,3A2WI@33154|Opisthokonta,3BR5X@33208|Metazoa,3D80N@33213|Bilateria,40DBS@6231|Nematoda,1KVXU@119089|Chromadorea,41175@6236|Rhabditida	33208|Metazoa	S	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I)	-	-	-	ko:K11351	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016	M00147	-	-	ko00000,ko00001,ko00002	3.D.1.6	-	-	ESSS
gene-ASIM_LOCUS11017	6326.BUX.s01038.87	3.82e-87	276.0	KOG4314@1|root,KOG4314@2759|Eukaryota,39TCY@33154|Opisthokonta,3B9IX@33208|Metazoa,3CXI7@33213|Bilateria,40F7S@6231|Nematoda,1KXC2@119089|Chromadorea	33208|Metazoa	S	transmembrane transporter activity	SLC35F4	GO:0006810,GO:0008150,GO:0015888,GO:0015893,GO:0042221,GO:0042493,GO:0045117,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0071702,GO:0071705,GO:0072348	-	ko:K15288	-	-	-	-	ko00000,ko02000	2.A.7.24.2,2.A.7.24.3,2.A.7.24.8	-	-	EamA,SLC35F
gene-ASIM_LOCUS11019	7209.EFO17960.2	0.0	907.0	KOG3575@1|root,KOG3575@2759|Eukaryota,38HNA@33154|Opisthokonta,3BG1B@33208|Metazoa,3CSYK@33213|Bilateria,40C4J@6231|Nematoda,1KU5A@119089|Chromadorea	33208|Metazoa	K	c4 zinc finger in nuclear hormone receptors	VDR	GO:0000003,GO:0000122,GO:0000228,GO:0000785,GO:0000790,GO:0000791,GO:0000792,GO:0000902,GO:0000981,GO:0001101,GO:0001501,GO:0001503,GO:0001651,GO:0001763,GO:0001890,GO:0001893,GO:0001947,GO:0002009,GO:0002119,GO:0002164,GO:0002376,GO:0002520,GO:0003006,GO:0003007,GO:0003008,GO:0003143,GO:0003146,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0004879,GO:0005102,GO:0005488,GO:0005496,GO:0005499,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005694,GO:0005720,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0005901,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006629,GO:0006725,GO:0006766,GO:0006775,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0006915,GO:0006935,GO:0006950,GO:0007154,GO:0007165,GO:0007275,GO:0007368,GO:0007389,GO:0007399,GO:0007423,GO:0007507,GO:0007565,GO:0007568,GO:0007584,GO:0007586,GO:0007589,GO:0007595,GO:0007610,GO:0007617,GO:0007618,GO:0008134,GO:0008144,GO:0008150,GO:0008152,GO:0008202,GO:0008219,GO:0008283,GO:0008285,GO:0008289,GO:0008340,GO:0008434,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009593,GO:0009605,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009791,GO:0009799,GO:0009855,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010259,GO:0010286,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010817,GO:0010837,GO:0010839,GO:0010941,GO:0010942,GO:0010959,GO:0010979,GO:0010980,GO:0012501,GO:0014070,GO:0016020,GO:0016043,GO:0016070,GO:0016363,GO:0018130,GO:0019098,GO:0019216,GO:0019218,GO:0019219,GO:0019222,GO:0019438,GO:0019725,GO:0019842,GO:0019953,GO:0022008,GO:0022414,GO:0022600,GO:0022603,GO:0022612,GO:0023052,GO:0030001,GO:0030003,GO:0030097,GO:0030154,GO:0030182,GO:0030315,GO:0030522,GO:0030656,GO:0030856,GO:0030858,GO:0030879,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031406,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031974,GO:0031981,GO:0032052,GO:0032350,GO:0032355,GO:0032501,GO:0032502,GO:0032504,GO:0032768,GO:0032774,GO:0032879,GO:0032989,GO:0032991,GO:0033273,GO:0033280,GO:0033293,GO:0033993,GO:0034103,GO:0034105,GO:0034399,GO:0034641,GO:0034645,GO:0034654,GO:0035050,GO:0035239,GO:0035257,GO:0035295,GO:0036094,GO:0038023,GO:0038181,GO:0038183,GO:0038186,GO:0040011,GO:0040024,GO:0040034,GO:0042127,GO:0042221,GO:0042330,GO:0042359,GO:0042383,GO:0042490,GO:0042493,GO:0042562,GO:0042592,GO:0042974,GO:0042981,GO:0043051,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043235,GO:0043269,GO:0043327,GO:0043565,GO:0043583,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044452,GO:0044454,GO:0044459,GO:0044464,GO:0044703,GO:0044706,GO:0044798,GO:0044853,GO:0045121,GO:0045595,GO:0045597,GO:0045604,GO:0045606,GO:0045616,GO:0045618,GO:0045682,GO:0045684,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0046697,GO:0046885,GO:0046890,GO:0046903,GO:0046965,GO:0048468,GO:0048471,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048562,GO:0048568,GO:0048580,GO:0048582,GO:0048598,GO:0048608,GO:0048609,GO:0048666,GO:0048699,GO:0048729,GO:0048731,GO:0048732,GO:0048754,GO:0048839,GO:0048856,GO:0048869,GO:0048878,GO:0050678,GO:0050680,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050795,GO:0050801,GO:0050810,GO:0050878,GO:0050892,GO:0050896,GO:0051049,GO:0051094,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0051254,GO:0051341,GO:0051353,GO:0051427,GO:0051592,GO:0051606,GO:0051704,GO:0051716,GO:0051924,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060058,GO:0060089,GO:0060113,GO:0060119,GO:0060135,GO:0060179,GO:0060255,GO:0060259,GO:0060429,GO:0060443,GO:0060444,GO:0060556,GO:0060558,GO:0060562,GO:0060603,GO:0060745,GO:0061062,GO:0061063,GO:0061065,GO:0061066,GO:0061138,GO:0061180,GO:0061371,GO:0061458,GO:0062012,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070561,GO:0070781,GO:0070838,GO:0070887,GO:0071295,GO:0071305,GO:0071310,GO:0071396,GO:0071407,GO:0071417,GO:0071425,GO:0071495,GO:0071496,GO:0071599,GO:0071704,GO:0071840,GO:0071944,GO:0072089,GO:0072359,GO:0072503,GO:0072507,GO:0072511,GO:0080090,GO:0090304,GO:0090575,GO:0097159,GO:0097190,GO:0097659,GO:0098531,GO:0098589,GO:0098590,GO:0098771,GO:0098805,GO:0098857,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901615,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902098,GO:1902121,GO:1902271,GO:1902337,GO:1902339,GO:1902679,GO:1902680,GO:1902930,GO:1903506,GO:1903507,GO:1903508,GO:1903519,GO:1903521,GO:1903998,GO:1904645,GO:1904646,GO:1904747,GO:1904748,GO:2000026,GO:2000027,GO:2000112,GO:2000113,GO:2001141	-	ko:K08539,ko:K14035	ko04212,ko04961,ko04978,ko05152,map04212,map04961,map04978,map05152	-	-	-	ko00000,ko00001,ko01009,ko03000,ko03310	-	-	-	Hormone_recep,zf-C4
gene-ASIM_LOCUS11023	7209.EFO27179.1	2.58e-50	175.0	KOG3386@1|root,KOG3386@2759|Eukaryota,39XIY@33154|Opisthokonta,3BHI6@33208|Metazoa,3CUT3@33213|Bilateria,40DX2@6231|Nematoda,1KWEG@119089|Chromadorea	33208|Metazoa	P	copper ion transmembrane transporter activity	SLC31A1	GO:0000003,GO:0000041,GO:0002027,GO:0003674,GO:0005215,GO:0005375,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006825,GO:0006855,GO:0006873,GO:0006875,GO:0006878,GO:0007276,GO:0007283,GO:0008016,GO:0008150,GO:0008324,GO:0009636,GO:0009987,GO:0012505,GO:0015075,GO:0015318,GO:0015677,GO:0015679,GO:0015893,GO:0016020,GO:0016021,GO:0019725,GO:0019953,GO:0022414,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0032501,GO:0032504,GO:0034220,GO:0035434,GO:0035690,GO:0036477,GO:0042221,GO:0042493,GO:0042592,GO:0042802,GO:0043025,GO:0043226,GO:0043227,GO:0043229,GO:0044057,GO:0044297,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044703,GO:0046873,GO:0046915,GO:0046916,GO:0048232,GO:0048609,GO:0048878,GO:0050789,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051239,GO:0051704,GO:0051716,GO:0055037,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0070887,GO:0071944,GO:0072718,GO:0072719,GO:0097237,GO:0097327,GO:0097458,GO:0097708,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098705,GO:0098739,GO:0098771,GO:0099587,GO:1903522	-	ko:K14686	ko01524,ko04978,map01524,map04978	-	-	-	ko00000,ko00001,ko02000	1.A.56.1	-	-	Ctr
gene-ASIM_LOCUS11035	7209.EFO14279.2	1.92e-194	548.0	COG0204@1|root,KOG4321@2759|Eukaryota,38ERI@33154|Opisthokonta,3BAWB@33208|Metazoa,3CSR4@33213|Bilateria,40CCW@6231|Nematoda,1KUBU@119089|Chromadorea	33208|Metazoa	I	Phosphate acyltransferases	TMEM68	GO:0005575,GO:0016020	-	-	-	-	-	-	-	-	-	-	Acyltransferase
gene-ASIM_LOCUS11044	7209.EFO23345.1	1.69e-41	144.0	KOG4076@1|root,KOG4076@2759|Eukaryota,3A7XX@33154|Opisthokonta,3BT5A@33208|Metazoa,3D9VJ@33213|Bilateria,40E54@6231|Nematoda,1KWDV@119089|Chromadorea	33208|Metazoa	TU	Protein phosphatase inhibitor that specifically inhibits protein phosphatase 2A (PP2A) during mitosis	-	-	-	-	-	-	-	-	-	-	-	-	Endosulfine
gene-ASIM_LOCUS11047	6326.BUX.s01141.27	3.53e-64	199.0	COG5199@1|root,KOG2046@2759|Eukaryota,39VUB@33154|Opisthokonta,3BGB2@33208|Metazoa,3DGCJ@33213|Bilateria,40G7X@6231|Nematoda	33208|Metazoa	Z	Calponin homology domain	TAGLN3	GO:0000122,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007275,GO:0007399,GO:0007417,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K20526	-	-	-	-	ko00000,ko04131	-	-	-	CH,Calponin
