	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
2480					A0A2Y9R028	62.8	874	2.49e-243	TrEMBL	LOC101342003	A0A2Y9R028_TRIMA	tr|A0A2Y9R028|A0A2Y9R028_TRIMA low-density lipoprotein receptor OS=Trichechus manatus latirostris OX=127582 GN=LOC101342003 PE=4 SV=1	866	Trichechus manatus latirostris	low-density lipoprotein receptor
2481					A0A6I9I8P7	62.4	873	4.03e-243	TrEMBL	LDLR	A0A6I9I8P7_VICPA	tr|A0A6I9I8P7|A0A6I9I8P7_VICPA low-density lipoprotein receptor isoform X1 OS=Vicugna pacos OX=30538 GN=LDLR PE=4 SV=1	849	Vicugna pacos	low-density lipoprotein receptor isoform X1
2482					A0A8J6EJD3	68.8	882	7.63e-243	TrEMBL	GDO78_018821	A0A8J6EJD3_ELECQ	tr|A0A8J6EJD3|A0A8J6EJD3_ELECQ EGF-like domain-containing protein OS=Eleutherodactylus coqui OX=57060 GN=GDO78_018821 PE=3 SV=1	879	Eleutherodactylus coqui	EGF-like domain-containing protein
2483					A0A5N4CKF9	62.3	873	1.14e-242	TrEMBL	Cadr_000025345	A0A5N4CKF9_CAMDR	tr|A0A5N4CKF9|A0A5N4CKF9_CAMDR Low-density lipoprotein receptor OS=Camelus dromedarius OX=9838 GN=Cadr_000025345 PE=4 SV=1	849	Camelus dromedarius	Low-density lipoprotein receptor
2484					A0A674KGT2	65.5	879	1.24e-242	TrEMBL	LDLR	A0A674KGT2_TERCA	tr|A0A674KGT2|A0A674KGT2_TERCA Low density lipoprotein receptor OS=Terrapene carolina triunguis OX=2587831 GN=LDLR PE=4 SV=1	862	Terrapene carolina triunguis	Low density lipoprotein receptor
2485					Q28832	62.9	855	2.3199999999999998e-234	Swiss-Prot	LDLR	LDLR_PIG	sp|Q28832|LDLR_PIG Low-density lipoprotein receptor (Fragment) OS=Sus scrofa OX=9823 GN=LDLR PE=1 SV=2	811	Sus scrofa	Low-density lipoprotein receptor (Fragment)
2486					P01130	66.1	874	2.6e-232	Swiss-Prot	LDLR	LDLR_HUMAN	sp|P01130|LDLR_HUMAN Low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1	860	Homo sapiens	Low-density lipoprotein receptor
2487					P20063	60.7	872	6.5e-224	Swiss-Prot	LDLR	LDLR_RABIT	sp|P20063|LDLR_RABIT Low-density lipoprotein receptor (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=LDLR PE=2 SV=1	837	Oryctolagus cuniculus	Low-density lipoprotein receptor (Fragment)
2488					P35952	62.0	876	1e-219	Swiss-Prot	Ldlr	LDLR_RAT	sp|P35952|LDLR_RAT Low-density lipoprotein receptor OS=Rattus norvegicus OX=10116 GN=Ldlr PE=1 SV=1	879	Rattus norvegicus	Low-density lipoprotein receptor
2489					P35951	59.4	884	3.7e-218	Swiss-Prot	Ldlr	LDLR_MOUSE	sp|P35951|LDLR_MOUSE Low-density lipoprotein receptor OS=Mus musculus OX=10090 GN=Ldlr PE=1 SV=2	862	Mus musculus	Low-density lipoprotein receptor
2490					P35950	61.7	870	1.86e-215	Swiss-Prot	LDLR	LDLR_CRIGR	sp|P35950|LDLR_CRIGR Low-density lipoprotein receptor OS=Cricetulus griseus OX=10029 GN=LDLR PE=3 SV=2	862	Cricetulus griseus	Low-density lipoprotein receptor
2491					UAT11587.1	98.5	273	1.2199999999999998e-188	Nr			UAT11587.1 methyl-CpG binding domain protein 3 [Cynops orientalis]	291	Cynops orientalis	methyl-CpG binding domain protein 3
2492					KAJ1085120.1	95.2	292	1.66e-180	Nr			KAJ1085120.1 hypothetical protein NDU88_005253 [Pleurodeles waltl]	285	Pleurodeles waltl	hypothetical protein NDU88_005253
2493					A0A6P7ZPY3	91.9	272	1.32e-174	TrEMBL	MBD3	A0A6P7ZPY3_9AMPH	tr|A0A6P7ZPY3|A0A6P7ZPY3_9AMPH methyl-CpG-binding domain protein 3 isoform X1 OS=Microcaecilia unicolor OX=1415580 GN=MBD3 PE=4 SV=1	289	Microcaecilia unicolor	methyl-CpG-binding domain protein 3 isoform X1
2494					XP_030075900.1	91.9	272	3.3999999999999998e-174	Nr			XP_030075900.1 methyl-CpG-binding domain protein 3 isoform X1 [Microcaecilia unicolor]	289	Microcaecilia unicolor	methyl-CpG-binding domain protein 3 isoform X1
2495					A0A6P8S2U4	91.5	272	5.38e-174	TrEMBL	MBD3	A0A6P8S2U4_GEOSA	tr|A0A6P8S2U4|A0A6P8S2U4_GEOSA methyl-CpG-binding domain protein 3 isoform X2 OS=Geotrypetes seraphini OX=260995 GN=MBD3 PE=4 SV=1	289	Geotrypetes seraphini	methyl-CpG-binding domain protein 3 isoform X2
2496					XP_033811426.1	91.5	272	1.3800000000000001e-173	Nr			XP_033811426.1 methyl-CpG-binding domain protein 3 isoform X2 [Geotrypetes seraphini]	289	Geotrypetes seraphini	methyl-CpG-binding domain protein 3 isoform X2
2497					XP_029469852.1	91.5	272	5.62e-173	Nr			XP_029469852.1 methyl-CpG-binding domain protein 3 isoform X2 [Rhinatrema bivittatum]	289	Rhinatrema bivittatum	methyl-CpG-binding domain protein 3 isoform X2
2498					A0A6P8RZZ9	90.9	274	5.53e-172	TrEMBL	MBD3	A0A6P8RZZ9_GEOSA	tr|A0A6P8RZZ9|A0A6P8RZZ9_GEOSA methyl-CpG-binding domain protein 3 isoform X1 OS=Geotrypetes seraphini OX=260995 GN=MBD3 PE=4 SV=1	291	Geotrypetes seraphini	methyl-CpG-binding domain protein 3 isoform X1
2499					XP_033811425.1	90.9	274	1.42e-171	Nr			XP_033811425.1 methyl-CpG-binding domain protein 3 isoform X1 [Geotrypetes seraphini]	291	Geotrypetes seraphini	methyl-CpG-binding domain protein 3 isoform X1
2500					XP_029469851.1	90.9	274	5.77e-171	Nr			XP_029469851.1 methyl-CpG-binding domain protein 3 isoform X1 [Rhinatrema bivittatum]	291	Rhinatrema bivittatum	methyl-CpG-binding domain protein 3 isoform X1
2501					A0A6P7ZJ36	90.8	272	1.09e-169	TrEMBL	MBD3	A0A6P7ZJ36_9AMPH	tr|A0A6P7ZJ36|A0A6P7ZJ36_9AMPH methyl-CpG-binding domain protein 3 isoform X2 OS=Microcaecilia unicolor OX=1415580 GN=MBD3 PE=4 SV=1	282	Microcaecilia unicolor	methyl-CpG-binding domain protein 3 isoform X2
2502					A0A4D9E0H1	90.4	272	1.86e-169	TrEMBL	DR999_PMT15570	A0A4D9E0H1_9SAUR	tr|A0A4D9E0H1|A0A4D9E0H1_9SAUR MPN domain-containing protein OS=Platysternon megacephalum OX=55544 GN=DR999_PMT15570 PE=4 SV=1	287	Platysternon megacephalum	MPN domain-containing protein
2503					XP_030075901.1	90.8	272	2.8e-169	Nr			XP_030075901.1 methyl-CpG-binding domain protein 3 isoform X2 [Microcaecilia unicolor]	282	Microcaecilia unicolor	methyl-CpG-binding domain protein 3 isoform X2
2504					A0A6P8S233	90.4	272	4.4300000000000004e-169	TrEMBL	MBD3	A0A6P8S233_GEOSA	tr|A0A6P8S233|A0A6P8S233_GEOSA methyl-CpG-binding domain protein 3 isoform X4 OS=Geotrypetes seraphini OX=260995 GN=MBD3 PE=4 SV=1	282	Geotrypetes seraphini	methyl-CpG-binding domain protein 3 isoform X4
2505					TFK02145.1	90.4	272	4.77e-169	Nr			TFK02145.1 MPN domain-containing protein [Platysternon megacephalum]	287	Platysternon megacephalum	MPN domain-containing protein
2506					A0A2D4IMG3	87.3	292	4.95e-169	TrEMBL		A0A2D4IMG3_MICLE	tr|A0A2D4IMG3|A0A2D4IMG3_MICLE MBD domain-containing protein OS=Micrurus lemniscatus lemniscatus OX=129467 PE=4 SV=1	285	Micrurus lemniscatus lemniscatus	MBD domain-containing protein
2507					A0A2H6MU86	87.3	292	7.92e-169	TrEMBL		A0A2H6MU86_MICLE	tr|A0A2H6MU86|A0A2H6MU86_MICLE MBD domain-containing protein (Fragment) OS=Micrurus lemniscatus carvalhoi OX=129465 PE=4 SV=1	298	Micrurus lemniscatus carvalhoi	MBD domain-containing protein (Fragment)
2508					A0A8T2KJ36	89.3	272	9.28e-169	TrEMBL	GDO86_000966	A0A8T2KJ36_9PIPI	tr|A0A8T2KJ36|A0A8T2KJ36_9PIPI MBD domain-containing protein OS=Hymenochirus boettgeri OX=247094 GN=GDO86_000966 PE=4 SV=1	283	Hymenochirus boettgeri	MBD domain-containing protein
2509					A0A6J0SJH9	90.4	271	9.97e-169	TrEMBL	MBD3	A0A6J0SJH9_9SAUR	tr|A0A6J0SJH9|A0A6J0SJH9_9SAUR methyl-CpG-binding domain protein 3 isoform X1 OS=Pogona vitticeps OX=103695 GN=MBD3 PE=4 SV=1	285	Pogona vitticeps	methyl-CpG-binding domain protein 3 isoform X1
2510					A0A8D0B3H8	90.1	273	1.0299999999999999e-168	TrEMBL	MBD3	A0A8D0B3H8_SALMN	tr|A0A8D0B3H8|A0A8D0B3H8_SALMN Methyl-CpG binding domain protein 3 OS=Salvator merianae OX=96440 GN=MBD3 PE=4 SV=1	286	Salvator merianae	Methyl-CpG binding domain protein 3
2511					A0A8C4WMV7	90.1	272	1.07e-168	TrEMBL	MBD3	A0A8C4WMV7_9SAUR	tr|A0A8C4WMV7|A0A8C4WMV7_9SAUR Methyl-CpG binding domain protein 3 OS=Gopherus evgoodei OX=1825980 GN=MBD3 PE=4 SV=1	287	Gopherus evgoodei	Methyl-CpG binding domain protein 3
2512					A0A8C3I0W8	90.1	272	1.07e-168	TrEMBL	MBD3	A0A8C3I0W8_CHRPI	tr|A0A8C3I0W8|A0A8C3I0W8_CHRPI Methyl-CpG binding domain protein 3 OS=Chrysemys picta bellii OX=8478 GN=MBD3 PE=4 SV=1	287	Chrysemys picta bellii	Methyl-CpG binding domain protein 3
2513					A0A8C8VIG2	90.1	272	1.07e-168	TrEMBL		A0A8C8VIG2_9SAUR	tr|A0A8C8VIG2|A0A8C8VIG2_9SAUR MBD domain-containing protein OS=Pelusios castaneus OX=367368 PE=4 SV=1	287	Pelusios castaneus	MBD domain-containing protein
2514					A0A452GIT7	90.1	272	1.07e-168	TrEMBL		A0A452GIT7_9SAUR	tr|A0A452GIT7|A0A452GIT7_9SAUR MBD domain-containing protein OS=Gopherus agassizii OX=38772 PE=4 SV=1	287	Gopherus agassizii	MBD domain-containing protein
2515					XP_033811428.1	90.4	272	1.14e-168	Nr			XP_033811428.1 methyl-CpG-binding domain protein 3 isoform X4 [Geotrypetes seraphini]	282	Geotrypetes seraphini	methyl-CpG-binding domain protein 3 isoform X4
2516					XP_053151405.1	90.8	271	1.58e-168	Nr			XP_053151405.1 methyl-CpG-binding domain protein 3 isoform X2 [Hemicordylus capensis]	291	Hemicordylus capensis	methyl-CpG-binding domain protein 3 isoform X2
2517					A0A2D4FP44	90.4	272	1.66e-168	TrEMBL		A0A2D4FP44_MICCO	tr|A0A2D4FP44|A0A2D4FP44_MICCO MBD domain-containing protein (Fragment) OS=Micrurus corallinus OX=54390 PE=4 SV=1	299	Micrurus corallinus	MBD domain-containing protein (Fragment)
2518					A0A5F8GXB3	90.4	271	2.33e-168	TrEMBL	MBD3	A0A5F8GXB3_MONDO	tr|A0A5F8GXB3|A0A5F8GXB3_MONDO Methyl-CpG binding domain protein 3 OS=Monodelphis domestica OX=13616 GN=MBD3 PE=4 SV=1	289	Monodelphis domestica	Methyl-CpG binding domain protein 3
2519					A0A7N4PP58	90.4	271	2.33e-168	TrEMBL	MBD3	A0A7N4PP58_SARHA	tr|A0A7N4PP58|A0A7N4PP58_SARHA Methyl-CpG binding domain protein 3 OS=Sarcophilus harrisii OX=9305 GN=MBD3 PE=4 SV=1	289	Sarcophilus harrisii	Methyl-CpG binding domain protein 3
2520					A0A6P5M489	90.4	271	2.33e-168	TrEMBL	MBD3	A0A6P5M489_PHACI	tr|A0A6P5M489|A0A6P5M489_PHACI methyl-CpG-binding domain protein 3 isoform X1 OS=Phascolarctos cinereus OX=38626 GN=MBD3 PE=4 SV=1	289	Phascolarctos cinereus	methyl-CpG-binding domain protein 3 isoform X1
2521					KAG8454541.1	89.3	272	2.38e-168	Nr			KAG8454541.1 hypothetical protein GDO86_000966 [Hymenochirus boettgeri]	283	Hymenochirus boettgeri	hypothetical protein GDO86_000966
2522					XP_020636532.1	90.4	271	2.56e-168	Nr			XP_020636532.1 methyl-CpG-binding domain protein 3 isoform X1 [Pogona vitticeps]	285	Pogona vitticeps	methyl-CpG-binding domain protein 3 isoform X1
2523					XP_007068619.2	90.1	272	2.75e-168	Nr			XP_007068619.2 methyl-CpG-binding domain protein 3 isoform X1 [Chelonia mydas]	287	Chelonia mydas	methyl-CpG-binding domain protein 3 isoform X1
2524					XP_005283883.1	90.1	272	2.75e-168	Nr			XP_005283883.1 methyl-CpG-binding domain protein 3 isoform X1 [Chrysemys picta bellii]	287	Chrysemys picta bellii	methyl-CpG-binding domain protein 3 isoform X1
2525					XP_038240053.1	90.1	272	2.75e-168	Nr			XP_038240053.1 methyl-CpG-binding domain protein 3 isoform X1 [Dermochelys coriacea]	287	Dermochelys coriacea	methyl-CpG-binding domain protein 3 isoform X1
2526					A0A098M0Z5	87.7	292	2.8599999999999997e-168	TrEMBL		A0A098M0Z5_9SAUR	tr|A0A098M0Z5|A0A098M0Z5_9SAUR Methyl-CpG binding protein MBD3 long form OS=Hypsiglena sp. JMG-2014 OX=1550645 PE=4 SV=1	285	Hypsiglena sp. JMG-2014	Methyl-CpG binding protein MBD3 long form
2527					A0A6I9YY26	87.0	292	4.0599999999999997e-168	TrEMBL	MBD3	A0A6I9YY26_9SAUR	tr|A0A6I9YY26|A0A6I9YY26_9SAUR methyl-CpG-binding domain protein 3 isoform X1 OS=Thamnophis sirtalis OX=35019 GN=MBD3 PE=4 SV=1	285	Thamnophis sirtalis	methyl-CpG-binding domain protein 3 isoform X1
2528					A0A0K8RT40	88.4	292	4.0599999999999997e-168	TrEMBL		A0A0K8RT40_CROHD	tr|A0A0K8RT40|A0A0K8RT40_CROHD Methyl-CpG-binding domain protein 3-like OS=Crotalus horridus OX=35024 PE=4 SV=1	285	Crotalus horridus	Methyl-CpG-binding domain protein 3-like
2529					XP_029469854.1	90.4	272	4.63e-168	Nr			XP_029469854.1 methyl-CpG-binding domain protein 3 isoform X4 [Rhinatrema bivittatum]	282	Rhinatrema bivittatum	methyl-CpG-binding domain protein 3 isoform X4
2530					F6ZDA3	89.3	272	4.98e-168	TrEMBL	mbd3	F6ZDA3_XENTR	tr|F6ZDA3|F6ZDA3_XENTR Methyl-CpG binding domain protein 3 OS=Xenopus tropicalis OX=8364 GN=mbd3 PE=4 SV=3	281	Xenopus tropicalis	Methyl-CpG binding domain protein 3
2531					XP_009673322.1	90.1	272	5.76e-168	Nr			XP_009673322.1 PREDICTED: methyl-CpG-binding domain protein 3 isoform X1 [Struthio camelus australis]	288	Struthio camelus australis	PREDICTED: methyl-CpG-binding domain protein 3 isoform X1
2532					XP_031804008.1	90.4	271	5.97e-168	Nr			XP_031804008.1 methyl-CpG-binding domain protein 3 isoform X1 [Sarcophilus harrisii]	289	Sarcophilus harrisii	methyl-CpG-binding domain protein 3 isoform X1
2533					XP_001363695.1	90.4	271	5.97e-168	Nr			XP_001363695.1 PREDICTED: methyl-CpG-binding domain protein 3 isoform X1 [Monodelphis domestica]	289	Monodelphis domestica	PREDICTED: methyl-CpG-binding domain protein 3 isoform X1
2534					XP_044514555.1	90.4	271	5.97e-168	Nr			XP_044514555.1 methyl-CpG-binding domain protein 3 [Gracilinanus agilis]	289	Gracilinanus agilis	methyl-CpG-binding domain protein 3
2535					XP_020864603.1	90.4	271	5.97e-168	Nr			XP_020864603.1 methyl-CpG-binding domain protein 3 isoform X1 [Phascolarctos cinereus]	289	Phascolarctos cinereus	methyl-CpG-binding domain protein 3 isoform X1
2536					A0A6P9DMT6	90.4	271	5.97e-168	TrEMBL	MBD3	A0A6P9DMT6_PANGU	tr|A0A6P9DMT6|A0A6P9DMT6_PANGU methyl-CpG-binding domain protein 3 isoform X1 OS=Pantherophis guttatus OX=94885 GN=MBD3 PE=4 SV=1	286	Pantherophis guttatus	methyl-CpG-binding domain protein 3 isoform X1
2537					XP_028569271.1	90.4	271	6.66e-168	Nr			XP_028569271.1 methyl-CpG-binding domain protein 3 isoform X2 [Podarcis muralis]	292	Podarcis muralis	methyl-CpG-binding domain protein 3 isoform X2
2538					XP_028908610.1	90.1	272	6.66e-168	Nr			XP_028908610.1 methyl-CpG-binding domain protein 3 isoform X2 [Ornithorhynchus anatinus]	292	Ornithorhynchus anatinus	methyl-CpG-binding domain protein 3 isoform X2
2539					XP_034976359.1	90.4	271	7.16e-168	Nr			XP_034976359.1 methyl-CpG-binding domain protein 3 isoform X1 [Zootoca vivipara]	294	Zootoca vivipara	methyl-CpG-binding domain protein 3 isoform X1
2540					A0A8C5M848	89.0	272	1.4400000000000001e-167	TrEMBL	MBD3	A0A8C5M848_9ANUR	tr|A0A8C5M848|A0A8C5M848_9ANUR Methyl-CpG binding domain protein 3 OS=Leptobrachium leishanense OX=445787 GN=MBD3 PE=4 SV=1	320	Leptobrachium leishanense	Methyl-CpG binding domain protein 3
2541					O95983	87.1	271	1.93e-165	Swiss-Prot	MBD3	MBD3_HUMAN	sp|O95983|MBD3_HUMAN Methyl-CpG-binding domain protein 3 OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1	291	Homo sapiens	Methyl-CpG-binding domain protein 3
2542					Q9Z2D8	85.2	271	6.040000000000001e-163	Swiss-Prot	Mbd3	MBD3_MOUSE	sp|Q9Z2D8|MBD3_MOUSE Methyl-CpG-binding domain protein 3 OS=Mus musculus OX=10090 GN=Mbd3 PE=1 SV=1	285	Mus musculus	Methyl-CpG-binding domain protein 3
2543					Q924X6	52.0	900	7.709999999999999e-140	Swiss-Prot	Lrp8	LRP8_MOUSE	sp|Q924X6|LRP8_MOUSE Low-density lipoprotein receptor-related protein 8 OS=Mus musculus OX=10090 GN=Lrp8 PE=1 SV=2	996	Mus musculus	Low-density lipoprotein receptor-related protein 8
2544					Q14114	54.0	569	1.07e-137	Swiss-Prot	LRP8	LRP8_HUMAN	sp|Q14114|LRP8_HUMAN Low-density lipoprotein receptor-related protein 8 OS=Homo sapiens OX=9606 GN=LRP8 PE=1 SV=4	963	Homo sapiens	Low-density lipoprotein receptor-related protein 8
2545					Q9UBB5	76.2	261	3.95e-134	Swiss-Prot	MBD2	MBD2_HUMAN	sp|Q9UBB5|MBD2_HUMAN Methyl-CpG-binding domain protein 2 OS=Homo sapiens OX=9606 GN=MBD2 PE=1 SV=1	411	Homo sapiens	Methyl-CpG-binding domain protein 2
2546					Q9Z2E1	76.7	253	3.54e-133	Swiss-Prot	Mbd2	MBD2_MOUSE	sp|Q9Z2E1|MBD2_MOUSE Methyl-CpG-binding domain protein 2 OS=Mus musculus OX=10090 GN=Mbd2 PE=2 SV=2	414	Mus musculus	Methyl-CpG-binding domain protein 2
2547					Q98931	50.2	584	2.64e-124	Swiss-Prot	LRP8	LRP8_CHICK	sp|Q98931|LRP8_CHICK Low-density lipoprotein receptor-related protein 8 OS=Gallus gallus OX=9031 GN=LRP8 PE=1 SV=1	917	Gallus gallus	Low-density lipoprotein receptor-related protein 8
2548					P35953	49.2	913	3.24e-92	Swiss-Prot	VLDLR	VLDLR_RABIT	sp|P35953|VLDLR_RABIT Very low-density lipoprotein receptor OS=Oryctolagus cuniculus OX=9986 GN=VLDLR PE=2 SV=1	873	Oryctolagus cuniculus	Very low-density lipoprotein receptor
2549					P98165	49.5	920	3.7e-92	Swiss-Prot	VLDLR	VLDLR_CHICK	sp|P98165|VLDLR_CHICK Very low-density lipoprotein receptor OS=Gallus gallus OX=9031 GN=VLDLR PE=1 SV=1	863	Gallus gallus	Very low-density lipoprotein receptor
2550					P98166	49.6	912	4.29e-90	Swiss-Prot	Vldlr	VLDLR_RAT	sp|P98166|VLDLR_RAT Very low-density lipoprotein receptor OS=Rattus norvegicus OX=10116 GN=Vldlr PE=2 SV=1	873	Rattus norvegicus	Very low-density lipoprotein receptor
2551					P98156	49.6	912	1.5699999999999999e-89	Swiss-Prot	Vldlr	VLDLR_MOUSE	sp|P98156|VLDLR_MOUSE Very low-density lipoprotein receptor OS=Mus musculus OX=10090 GN=Vldlr PE=1 SV=1	873	Mus musculus	Very low-density lipoprotein receptor
2552					P98155	48.0	912	1.72e-83	Swiss-Prot	VLDLR	VLDLR_HUMAN	sp|P98155|VLDLR_HUMAN Very low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=VLDLR PE=1 SV=1	873	Homo sapiens	Very low-density lipoprotein receptor
2553					G3V928	44.6	410	1.07e-45	Swiss-Prot	Lrp1	LRP1_RAT	sp|G3V928|LRP1_RAT Prolow-density lipoprotein receptor-related protein 1 OS=Rattus norvegicus OX=10116 GN=Lrp1 PE=1 SV=1	4545	Rattus norvegicus	Prolow-density lipoprotein receptor-related protein 1
2554					Q91ZX7	44.6	410	1.42e-45	Swiss-Prot	Lrp1	LRP1_MOUSE	sp|Q91ZX7|LRP1_MOUSE Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1	4545	Mus musculus	Prolow-density lipoprotein receptor-related protein 1
2555					P98157	49.3	408	4.39e-45	Swiss-Prot	LRP1	LRP1_CHICK	sp|P98157|LRP1_CHICK Low-density lipoprotein receptor-related protein 1 OS=Gallus gallus OX=9031 GN=LRP1 PE=2 SV=1	4543	Gallus gallus	Low-density lipoprotein receptor-related protein 1
2556					Q07954	44.4	410	5.819999999999999e-45	Swiss-Prot	LRP1	LRP1_HUMAN	sp|Q07954|LRP1_HUMAN Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2	4544	Homo sapiens	Prolow-density lipoprotein receptor-related protein 1
2557					Q9NZR2	31.1	415	2.62e-41	Swiss-Prot	LRP1B	LRP1B_HUMAN	sp|Q9NZR2|LRP1B_HUMAN Low-density lipoprotein receptor-related protein 1B OS=Homo sapiens OX=9606 GN=LRP1B PE=1 SV=2	4599	Homo sapiens	Low-density lipoprotein receptor-related protein 1B
2558					Q9JI18	29.6	406	8.01e-41	Swiss-Prot	Lrp1b	LRP1B_MOUSE	sp|Q9JI18|LRP1B_MOUSE Low-density lipoprotein receptor-related protein 1B OS=Mus musculus OX=10090 GN=Lrp1b PE=1 SV=1	4599	Mus musculus	Low-density lipoprotein receptor-related protein 1B
2559					Q9QYP1	45.9	390	9.25e-39	Swiss-Prot	Lrp4	LRP4_RAT	sp|Q9QYP1|LRP4_RAT Low-density lipoprotein receptor-related protein 4 OS=Rattus norvegicus OX=10116 GN=Lrp4 PE=1 SV=2	1905	Rattus norvegicus	Low-density lipoprotein receptor-related protein 4
2560					Q8VI56	45.9	390	1.22e-38	Swiss-Prot	Lrp4	LRP4_MOUSE	sp|Q8VI56|LRP4_MOUSE Low-density lipoprotein receptor-related protein 4 OS=Mus musculus OX=10090 GN=Lrp4 PE=1 SV=3	1905	Mus musculus	Low-density lipoprotein receptor-related protein 4
2561					Q8WWY6	44.0	184	6.320000000000001e-37	Swiss-Prot	MBD3L1	MB3L1_HUMAN	sp|Q8WWY6|MB3L1_HUMAN Methyl-CpG-binding domain protein 3-like 1 OS=Homo sapiens OX=9606 GN=MBD3L1 PE=1 SV=2	194	Homo sapiens	Methyl-CpG-binding domain protein 3-like 1
2562					Q9D9H3	34.3	181	2.6e-17	Swiss-Prot	Mbd3l1	MB3L1_MOUSE	sp|Q9D9H3|MB3L1_MOUSE Methyl-CpG-binding domain protein 3-like 1 OS=Mus musculus OX=10090 GN=Mbd3l1 PE=2 SV=1	186	Mus musculus	Methyl-CpG-binding domain protein 3-like 1
2563					Q8NHZ7	34.3	166	3.31e-13	Swiss-Prot	MBD3L2	MB3L2_HUMAN	sp|Q8NHZ7|MB3L2_HUMAN Methyl-CpG-binding domain protein 3-like 2 OS=Homo sapiens OX=9606 GN=MBD3L2 PE=1 SV=3	208	Homo sapiens	Methyl-CpG-binding domain protein 3-like 2
2564					A6NJ08	34.3	166	4.55e-13	Swiss-Prot	MBD3L5	MB3L5_HUMAN	sp|A6NJ08|MB3L5_HUMAN Putative methyl-CpG-binding domain protein 3-like 5 OS=Homo sapiens OX=9606 GN=MBD3L5 PE=5 SV=1	208	Homo sapiens	Putative methyl-CpG-binding domain protein 3-like 5
2565					A6NE82	34.6	162	6.25e-13	Swiss-Prot	MBD3L3	MB3L3_HUMAN	sp|A6NE82|MB3L3_HUMAN Putative methyl-CpG-binding domain protein 3-like 3 OS=Homo sapiens OX=9606 GN=MBD3L3 PE=5 SV=1	208	Homo sapiens	Putative methyl-CpG-binding domain protein 3-like 3
2566					Q9Z2E2	51.4	70	7.84e-13	Swiss-Prot	Mbd1	MBD1_MOUSE	sp|Q9Z2E2|MBD1_MOUSE Methyl-CpG-binding domain protein 1 OS=Mus musculus OX=10090 GN=Mbd1 PE=1 SV=2	636	Mus musculus	Methyl-CpG-binding domain protein 1
2567					A0A1B0GVZ6	34.6	162	8.02e-13	Swiss-Prot	MBD3L2B	MB3LB_HUMAN	sp|A0A1B0GVZ6|MB3LB_HUMAN Methyl-CpG-binding domain protein 3-like 2B OS=Homo sapiens OX=9606 GN=MBD3L2B PE=3 SV=1	204	Homo sapiens	Methyl-CpG-binding domain protein 3-like 2B
2568					A6NDZ8	34.6	162	1.18e-12	Swiss-Prot	MBD3L4	MB3L4_HUMAN	sp|A6NDZ8|MB3L4_HUMAN Putative methyl-CpG-binding domain protein 3-like 4 OS=Homo sapiens OX=9606 GN=MBD3L4 PE=5 SV=1	208	Homo sapiens	Putative methyl-CpG-binding domain protein 3-like 4
2569					Q9UIS9	50.0	68	8.12e-12	Swiss-Prot	MBD1	MBD1_HUMAN	sp|Q9UIS9|MBD1_HUMAN Methyl-CpG-binding domain protein 1 OS=Homo sapiens OX=9606 GN=MBD1 PE=1 SV=2	605	Homo sapiens	Methyl-CpG-binding domain protein 1
2570					Q9Z2D6	40.0	70	6.44e-05	Swiss-Prot	Mecp2	MECP2_MOUSE	sp|Q9Z2D6|MECP2_MOUSE Methyl-CpG-binding protein 2 OS=Mus musculus OX=10090 GN=Mecp2 PE=1 SV=1	484	Mus musculus	Methyl-CpG-binding protein 2
2571					P51608	40.0	70	6.45e-05	Swiss-Prot	MECP2	MECP2_HUMAN	sp|P51608|MECP2_HUMAN Methyl-CpG-binding protein 2 OS=Homo sapiens OX=9606 GN=MECP2 PE=1 SV=1	486	Homo sapiens	Methyl-CpG-binding protein 2
2572					Q95LG8	40.0	70	6.45e-05	Swiss-Prot	MECP2	MECP2_MACFA	sp|Q95LG8|MECP2_MACFA Methyl-CpG-binding protein 2 OS=Macaca fascicularis OX=9541 GN=MECP2 PE=2 SV=1	486	Macaca fascicularis	Methyl-CpG-binding protein 2
2573					Q00566	40.0	70	6.49e-05	Swiss-Prot	Mecp2	MECP2_RAT	sp|Q00566|MECP2_RAT Methyl-CpG-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Mecp2 PE=1 SV=1	492	Rattus norvegicus	Methyl-CpG-binding protein 2
2574	Cluster-80718.16144_A0.TRINITY_DN42576_c0_g2_i5	salamandra_salamandra_fast-slow_blastx	7.06034100849219	0.0047928155493458	KAJ1140700.1	87.0	246	9.02e-149	Nr			KAJ1140700.1 hypothetical protein NDU88_007045 [Pleurodeles waltl]	360	Pleurodeles waltl	hypothetical protein NDU88_007045
