	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
1791					P00767	68.6	245	1.66e-123	Swiss-Prot		CTRB_BOVIN	sp|P00767|CTRB_BOVIN Chymotrypsinogen B OS=Bos taurus OX=9913 PE=1 SV=1	245	Bos taurus	Chymotrypsinogen B
1792					P17538	65.3	259	2.95e-121	Swiss-Prot	CTRB1	CTRB1_HUMAN	sp|P17538|CTRB1_HUMAN Chymotrypsinogen B OS=Homo sapiens OX=9606 GN=CTRB1 PE=2 SV=2	263	Homo sapiens	Chymotrypsinogen B
1793					Q9CR35	63.3	259	4.19e-121	Swiss-Prot	Ctrb1	CTRB1_MOUSE	sp|Q9CR35|CTRB1_MOUSE Chymotrypsinogen B OS=Mus musculus OX=10090 GN=Ctrb1 PE=1 SV=1	263	Mus musculus	Chymotrypsinogen B
1794					P04813	64.9	259	5.95e-121	Swiss-Prot	CTRB1	CTR2_CANLF	sp|P04813|CTR2_CANLF Chymotrypsinogen 2 OS=Canis lupus familiaris OX=9615 GN=CTRB1 PE=2 SV=1	263	Canis lupus familiaris	Chymotrypsinogen 2
1795					Q6GPI1	65.3	259	5.95e-121	Swiss-Prot	CTRB2	CTRB2_HUMAN	sp|Q6GPI1|CTRB2_HUMAN Chymotrypsinogen B2 OS=Homo sapiens OX=9606 GN=CTRB2 PE=2 SV=2	263	Homo sapiens	Chymotrypsinogen B2
1796					P80646	69.5	246	1.05e-119	Swiss-Prot		CTRB_GADMO	sp|P80646|CTRB_GADMO Chymotrypsin B OS=Gadus morhua OX=8049 PE=1 SV=1	245	Gadus morhua	Chymotrypsin B
1797					P07338	62.2	259	1.13e-118	Swiss-Prot	Ctrb1	CTRB1_RAT	sp|P07338|CTRB1_RAT Chymotrypsinogen B OS=Rattus norvegicus OX=10116 GN=Ctrb1 PE=1 SV=1	263	Rattus norvegicus	Chymotrypsinogen B
1798					P40313	58.3	247	8.4e-102	Swiss-Prot	CTRL	CTRL_HUMAN	sp|P40313|CTRL_HUMAN Chymotrypsin-like protease CTRL-1 OS=Homo sapiens OX=9606 GN=CTRL PE=1 SV=1	264	Homo sapiens	Chymotrypsin-like protease CTRL-1
1799					Q9CQ52	42.6	270	3.19e-58	Swiss-Prot	Cela3b	CEL3B_MOUSE	sp|Q9CQ52|CEL3B_MOUSE Chymotrypsin-like elastase family member 3B OS=Mus musculus OX=10090 GN=Cela3b PE=1 SV=1	269	Mus musculus	Chymotrypsin-like elastase family member 3B
1800					P00774	40.9	257	4.67e-52	Swiss-Prot	Cela2a	CEL2A_RAT	sp|P00774|CEL2A_RAT Chymotrypsin-like elastase family member 2A OS=Rattus norvegicus OX=10116 GN=Cela2a PE=2 SV=1	271	Rattus norvegicus	Chymotrypsin-like elastase family member 2A
1801					P08419	42.8	257	6.23e-52	Swiss-Prot	CELA2A	CEL2A_PIG	sp|P08419|CEL2A_PIG Chymotrypsin-like elastase family member 2A OS=Sus scrofa OX=9823 GN=CELA2A PE=1 SV=1	269	Sus scrofa	Chymotrypsin-like elastase family member 2A
1802					P00761	42.9	233	8.209999999999999e-52	Swiss-Prot		TRYP_PIG	sp|P00761|TRYP_PIG Trypsin OS=Sus scrofa OX=9823 PE=1 SV=1	231	Sus scrofa	Trypsin
1803					P08217	41.6	257	9.78e-51	Swiss-Prot	CELA2A	CEL2A_HUMAN	sp|P08217|CEL2A_HUMAN Chymotrypsin-like elastase family member 2A OS=Homo sapiens OX=9606 GN=CELA2A PE=1 SV=1	269	Homo sapiens	Chymotrypsin-like elastase family member 2A
1804					P05805	42.9	245	4.9e-50	Swiss-Prot		CAC3_BOVIN	sp|P05805|CAC3_BOVIN Proproteinase E OS=Bos taurus OX=9913 PE=1 SV=2	253	Bos taurus	Proproteinase E
1805					P06871	39.0	259	1.59e-49	Swiss-Prot	PRSS1	TRY1_CANLF	sp|P06871|TRY1_CANLF Serine protease 1 OS=Canis lupus familiaris OX=9615 GN=PRSS1 PE=2 SV=1	246	Canis lupus familiaris	Serine protease 1
1806					P05208	38.9	257	2.28e-49	Swiss-Prot	Cela2a	CEL2A_MOUSE	sp|P05208|CEL2A_MOUSE Chymotrypsin-like elastase family member 2A OS=Mus musculus OX=10090 GN=Cela2a PE=1 SV=1	271	Mus musculus	Chymotrypsin-like elastase family member 2A
1807					P00760	39.4	259	3.16e-49	Swiss-Prot	PRSS1	TRY1_BOVIN	sp|P00760|TRY1_BOVIN Serine protease 1 OS=Bos taurus OX=9913 GN=PRSS1 PE=1 SV=3	246	Bos taurus	Serine protease 1
1808					P08426	41.6	233	3.25e-49	Swiss-Prot	Try3	TRY3_RAT	sp|P08426|TRY3_RAT Cationic trypsin-3 OS=Rattus norvegicus OX=10116 GN=Try3 PE=2 SV=1	247	Rattus norvegicus	Cationic trypsin-3
1809					Q9JIQ8	41.3	264	4.35e-49	Swiss-Prot	Tmprss2	TMPS2_MOUSE	sp|Q9JIQ8|TMPS2_MOUSE Transmembrane protease serine 2 OS=Mus musculus OX=10090 GN=Tmprss2 PE=2 SV=3	490	Mus musculus	Transmembrane protease serine 2
1810					P08861	38.5	270	6.22e-49	Swiss-Prot	CELA3B	CEL3B_HUMAN	sp|P08861|CEL3B_HUMAN Chymotrypsin-like elastase family member 3B OS=Homo sapiens OX=9606 GN=CELA3B PE=1 SV=3	270	Homo sapiens	Chymotrypsin-like elastase family member 3B
1811					Q29461	42.0	257	8.53e-49	Swiss-Prot	CELA2A	CEL2A_BOVIN	sp|Q29461|CEL2A_BOVIN Chymotrypsin-like elastase family member 2A OS=Bos taurus OX=9913 GN=CELA2A PE=2 SV=1	269	Bos taurus	Chymotrypsin-like elastase family member 2A
1812					P80010	37.9	253	9.46e-49	Swiss-Prot	PLG	PLMN_HORSE	sp|P80010|PLMN_HORSE Plasminogen (Fragment) OS=Equus caballus OX=9796 GN=PLG PE=1 SV=1	338	Equus caballus	Plasminogen (Fragment)
1813					P19799	40.1	257	1.1499999999999999e-48	Swiss-Prot		TRY1_XENLA	sp|P19799|TRY1_XENLA Trypsin OS=Xenopus laevis OX=8355 PE=2 SV=1	243	Xenopus laevis	Trypsin
1814	Cluster-75151.142065_NODE_100481_length_1662_cov_45.942320_g39073_i0	bombina_pachypus_corset_DEGS_blastp	3.66328731371489	0.0013024086240094	A0A6P7WME3	38.9	332	1.87e-64	TrEMBL	LOC115458754	A0A6P7WME3_9AMPH	tr|A0A6P7WME3|A0A6P7WME3_9AMPH epidermal differentiation-specific protein-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115458754 PE=3 SV=1	340	Microcaecilia unicolor	epidermal differentiation-specific protein-like
1815					XP_030044427.1	38.9	332	4.81e-64	Nr			XP_030044427.1 epidermal differentiation-specific protein-like [Microcaecilia unicolor]	340	Microcaecilia unicolor	epidermal differentiation-specific protein-like
1816					A0A6P8NSY5	38.9	337	1.02e-63	TrEMBL	LOC117349897	A0A6P8NSY5_GEOSA	tr|A0A6P8NSY5|A0A6P8NSY5_GEOSA epidermal differentiation-specific protein-like OS=Geotrypetes seraphini OX=260995 GN=LOC117349897 PE=3 SV=1	339	Geotrypetes seraphini	epidermal differentiation-specific protein-like
1817					XP_033779482.1	38.9	337	2.62e-63	Nr			XP_033779482.1 epidermal differentiation-specific protein-like [Geotrypetes seraphini]	339	Geotrypetes seraphini	epidermal differentiation-specific protein-like
1818					XP_028822286.1	37.5	339	7.37e-63	Nr			XP_028822286.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1819					XP_028822242.1	37.5	339	7.37e-63	Nr			XP_028822242.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1820					XP_041100159.1	36.8	337	1.01e-62	Nr			XP_041100159.1 epidermal differentiation-specific protein-like [Polyodon spathula]	338	Polyodon spathula	epidermal differentiation-specific protein-like
1821					XP_041099455.1	36.5	337	1.43e-62	Nr			XP_041099455.1 epidermal differentiation-specific protein-like [Polyodon spathula]	338	Polyodon spathula	epidermal differentiation-specific protein-like
1822					XP_034770713.1	38.2	335	2.4499999999999998e-62	Nr			XP_034770713.1 epidermal differentiation-specific protein-like [Acipenser ruthenus]	345	Acipenser ruthenus	epidermal differentiation-specific protein-like
1823					XP_041117575.1	36.0	336	2.84e-62	Nr			XP_041117575.1 epidermal differentiation-specific protein-like [Polyodon spathula]	338	Polyodon spathula	epidermal differentiation-specific protein-like
1824					XP_028808976.1	37.2	339	2.92e-62	Nr			XP_028808976.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1825					XP_028821627.1	37.2	339	2.92e-62	Nr			XP_028821627.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1826					XP_028822122.1	37.2	339	2.92e-62	Nr			XP_028822122.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1827					MBN3302179.1	37.8	336	1.9999999999999997e-61	Nr			MBN3302179.1 EDSP protein [Amia calva]	334	Amia calva	EDSP protein
1828					XP_033858458.2	38.5	335	2.65e-61	Nr			XP_033858458.2 epidermal differentiation-specific protein-like [Acipenser ruthenus]	344	Acipenser ruthenus	epidermal differentiation-specific protein-like
1829					A0A8C4TF76	36.9	336	4.88e-61	TrEMBL	LOC114655954	A0A8C4TF76_ERPCA	tr|A0A8C4TF76|A0A8C4TF76_ERPCA Epidermal differentiation-specific protein-like OS=Erpetoichthys calabaricus OX=27687 GN=LOC114655954 PE=3 SV=1	338	Erpetoichthys calabaricus	Epidermal differentiation-specific protein-like
1830					A0A8C4TDG2	36.9	336	4.88e-61	TrEMBL	LOC114655955	A0A8C4TDG2_ERPCA	tr|A0A8C4TDG2|A0A8C4TDG2_ERPCA Epidermal differentiation-specific protein-like OS=Erpetoichthys calabaricus OX=27687 GN=LOC114655955 PE=3 SV=1	338	Erpetoichthys calabaricus	Epidermal differentiation-specific protein-like
1831					A0A6P8P9S0	37.4	334	6.889999999999999e-61	TrEMBL	LOC117350359	A0A6P8P9S0_GEOSA	tr|A0A6P8P9S0|A0A6P8P9S0_GEOSA epidermal differentiation-specific protein-like OS=Geotrypetes seraphini OX=260995 GN=LOC117350359 PE=3 SV=1	338	Geotrypetes seraphini	epidermal differentiation-specific protein-like
1832					XP_033780519.1	37.4	334	1.77e-60	Nr			XP_033780519.1 epidermal differentiation-specific protein-like [Geotrypetes seraphini]	338	Geotrypetes seraphini	epidermal differentiation-specific protein-like
1833					A0A6P7X1J4	37.2	328	3.91e-60	TrEMBL	LOC115458752	A0A6P7X1J4_9AMPH	tr|A0A6P7X1J4|A0A6P7X1J4_9AMPH epidermal differentiation-specific protein-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115458752 PE=3 SV=1	351	Microcaecilia unicolor	epidermal differentiation-specific protein-like
1834					A0A8C4TB49	36.8	334	4.18e-60	TrEMBL	LOC114656585	A0A8C4TB49_ERPCA	tr|A0A8C4TB49|A0A8C4TB49_ERPCA Epidermal differentiation-specific protein-like OS=Erpetoichthys calabaricus OX=27687 GN=LOC114656585 PE=3 SV=1	341	Erpetoichthys calabaricus	Epidermal differentiation-specific protein-like
1835					XP_028809201.1	36.9	339	5.11e-60	Nr			XP_028809201.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1836					XP_028663112.2	36.3	336	7.01e-60	Nr			XP_028663112.2 epidermal differentiation-specific protein-like isoform X1 [Erpetoichthys calabaricus]	338	Erpetoichthys calabaricus	epidermal differentiation-specific protein-like isoform X1
1837					XP_028663121.2	36.6	336	7.01e-60	Nr			XP_028663121.2 epidermal differentiation-specific protein-like isoform X2 [Erpetoichthys calabaricus]	338	Erpetoichthys calabaricus	epidermal differentiation-specific protein-like isoform X2
1838					XP_028664175.2	37.4	334	9.88e-60	Nr			XP_028664175.2 epidermal differentiation-specific protein-like [Erpetoichthys calabaricus]	338	Erpetoichthys calabaricus	epidermal differentiation-specific protein-like
1839					XP_030044425.1	37.2	328	1e-59	Nr			XP_030044425.1 epidermal differentiation-specific protein-like [Microcaecilia unicolor]	351	Microcaecilia unicolor	epidermal differentiation-specific protein-like
1840					XP_028664059.2	36.4	338	1.02e-59	Nr			XP_028664059.2 epidermal differentiation-specific protein-like [Erpetoichthys calabaricus]	339	Erpetoichthys calabaricus	epidermal differentiation-specific protein-like
1841					XP_028663122.2	36.1	338	1.4300000000000001e-59	Nr			XP_028663122.2 epidermal differentiation-specific protein-like isoform X1 [Erpetoichthys calabaricus]	339	Erpetoichthys calabaricus	epidermal differentiation-specific protein-like isoform X1
1842					XP_028858539.1	36.9	339	1.4300000000000001e-59	Nr			XP_028858539.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1843					XP_028822123.1	36.9	339	1.4300000000000001e-59	Nr			XP_028822123.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1844					XP_028822619.1	36.9	339	1.4300000000000001e-59	Nr			XP_028822619.1 epidermal differentiation-specific protein-like [Denticeps clupeoides]	339	Denticeps clupeoides	epidermal differentiation-specific protein-like
1845					A0A8X7X2S1	36.6	336	2.1400000000000003e-59	TrEMBL	Edsp_4	A0A8X7X2S1_POLSE	tr|A0A8X7X2S1|A0A8X7X2S1_POLSE EDSP protein (Fragment) OS=Polypterus senegalus OX=55291 GN=Edsp_4 PE=4 SV=1	363	Polypterus senegalus	EDSP protein (Fragment)
1846					XP_034770714.1	37.6	335	3.28e-59	Nr			XP_034770714.1 epidermal differentiation-specific protein-like [Acipenser ruthenus]	344	Acipenser ruthenus	epidermal differentiation-specific protein-like
1847					A0A8X7X009	36.3	336	6e-59	TrEMBL	Edsp_0	A0A8X7X009_POLSE	tr|A0A8X7X009|A0A8X7X009_POLSE EDSP protein (Fragment) OS=Polypterus senegalus OX=55291 GN=Edsp_0 PE=4 SV=1	363	Polypterus senegalus	EDSP protein (Fragment)
1848					A0A8C4TAL5	36.0	336	8.49e-59	TrEMBL	LOC114655950	A0A8C4TAL5_ERPCA	tr|A0A8C4TAL5|A0A8C4TAL5_ERPCA Epidermal differentiation-specific protein-like OS=Erpetoichthys calabaricus OX=27687 GN=LOC114655950 PE=3 SV=1	338	Erpetoichthys calabaricus	Epidermal differentiation-specific protein-like
1849					A0A8C4FWK2	36.8	337	2.13e-58	TrEMBL	LOC114803261	A0A8C4FWK2_9TELE	tr|A0A8C4FWK2|A0A8C4FWK2_9TELE Epidermal differentiation-specific protein-like OS=Denticeps clupeoides OX=299321 GN=LOC114803261 PE=3 SV=1	334	Denticeps clupeoides	Epidermal differentiation-specific protein-like
1850					A0A8C5RT80	37.8	331	2.35e-58	TrEMBL		A0A8C5RT80_LATLA	tr|A0A8C5RT80|A0A8C5RT80_LATLA Epidermal differentiation-specific protein OS=Laticauda laticaudata OX=8630 PE=3 SV=1	350	Laticauda laticaudata	Epidermal differentiation-specific protein
1851					V8NQX7	37.5	331	3.31e-58	TrEMBL	L345_09767	V8NQX7_OPHHA	tr|V8NQX7|V8NQX7_OPHHA Uncharacterized protein (Fragment) OS=Ophiophagus hannah OX=8665 GN=L345_09767 PE=3 SV=1	350	Ophiophagus hannah	Uncharacterized protein (Fragment)
1852					A0A8X7X1I2	36.0	336	3.36e-58	TrEMBL	Edsp_2	A0A8X7X1I2_POLSE	tr|A0A8X7X1I2|A0A8X7X1I2_POLSE EDSP protein (Fragment) OS=Polypterus senegalus OX=55291 GN=Edsp_2 PE=4 SV=1	338	Polypterus senegalus	EDSP protein (Fragment)
1853					A0A8C4TAZ8	35.2	338	6.86e-58	TrEMBL	LOC114655956	A0A8C4TAZ8_ERPCA	tr|A0A8C4TAZ8|A0A8C4TAZ8_ERPCA Epidermal differentiation-specific protein-like OS=Erpetoichthys calabaricus OX=27687 GN=LOC114655956 PE=3 SV=1	339	Erpetoichthys calabaricus	Epidermal differentiation-specific protein-like
1854					A0A8C4XF68	35.2	338	9.67e-58	TrEMBL	LOC114656726	A0A8C4XF68_ERPCA	tr|A0A8C4XF68|A0A8C4XF68_ERPCA Epidermal differentiation-specific protein-like OS=Erpetoichthys calabaricus OX=27687 GN=LOC114656726 PE=3 SV=1	339	Erpetoichthys calabaricus	Epidermal differentiation-specific protein-like
1855					A0A8C4XG99	37.0	330	9.94e-58	TrEMBL		A0A8C4XG99_ERPCA	tr|A0A8C4XG99|A0A8C4XG99_ERPCA Beta-galactosidase OS=Erpetoichthys calabaricus OX=27687 PE=3 SV=1	340	Erpetoichthys calabaricus	Beta-galactosidase
1856					A0A6P9CWD7	37.8	331	1.5200000000000002e-57	TrEMBL	LOC117673932	A0A6P9CWD7_PANGU	tr|A0A6P9CWD7|A0A6P9CWD7_PANGU epidermal differentiation-specific protein-like OS=Pantherophis guttatus OX=94885 GN=LOC117673932 PE=3 SV=1	343	Pantherophis guttatus	epidermal differentiation-specific protein-like
1857					A0A6I9XY39	37.4	334	1.5200000000000002e-57	TrEMBL	LOC106546693	A0A6I9XY39_9SAUR	tr|A0A6I9XY39|A0A6I9XY39_9SAUR epidermal differentiation-specific protein-like OS=Thamnophis sirtalis OX=35019 GN=LOC106546693 PE=3 SV=1	343	Thamnophis sirtalis	epidermal differentiation-specific protein-like
1858					A0A8C4TAR2	34.9	338	1.92e-57	TrEMBL	LOC114656725	A0A8C4TAR2_ERPCA	tr|A0A8C4TAR2|A0A8C4TAR2_ERPCA Epidermal differentiation-specific protein-like OS=Erpetoichthys calabaricus OX=27687 GN=LOC114656725 PE=3 SV=1	339	Erpetoichthys calabaricus	Epidermal differentiation-specific protein-like
1859					A0A6J1V6T4	37.5	331	2.5900000000000003e-57	TrEMBL	LOC113421985	A0A6J1V6T4_9SAUR	tr|A0A6J1V6T4|A0A6J1V6T4_9SAUR epidermal differentiation-specific protein-like OS=Notechis scutatus OX=8663 GN=LOC113421985 PE=3 SV=1	350	Notechis scutatus	epidermal differentiation-specific protein-like
1860					A0A3B4C0L5	35.6	337	3.19e-57	TrEMBL		A0A3B4C0L5_PYGNA	tr|A0A3B4C0L5|A0A3B4C0L5_PYGNA Epidermal differentiation-specific-like protein OS=Pygocentrus nattereri OX=42514 PE=3 SV=1	345	Pygocentrus nattereri	Epidermal differentiation-specific-like protein
1861					A0A6P8PJM9	35.7	322	3.9300000000000003e-57	TrEMBL	LOC117354945	A0A6P8PJM9_GEOSA	tr|A0A6P8PJM9|A0A6P8PJM9_GEOSA epidermal differentiation-specific protein-like OS=Geotrypetes seraphini OX=260995 GN=LOC117354945 PE=3 SV=1	340	Geotrypetes seraphini	epidermal differentiation-specific protein-like
1862					A0A8C4CCE9	35.9	337	5.39e-57	TrEMBL	LOC114763372	A0A8C4CCE9_9TELE	tr|A0A8C4CCE9|A0A8C4CCE9_9TELE Epidermal differentiation-specific protein-like OS=Denticeps clupeoides OX=299321 GN=LOC114763372 PE=3 SV=1	339	Denticeps clupeoides	Epidermal differentiation-specific protein-like
1863					A0A8X7WYW7	35.7	336	7.29e-57	TrEMBL	Edsp_1	A0A8X7WYW7_POLSE	tr|A0A8X7WYW7|A0A8X7WYW7_POLSE EDSP protein (Fragment) OS=Polypterus senegalus OX=55291 GN=Edsp_1 PE=4 SV=1	363	Polypterus senegalus	EDSP protein (Fragment)
1864					P46058	34.5	328	5.15e-51	Swiss-Prot		EDSP_CYNPY	sp|P46058|EDSP_CYNPY Epidermal differentiation-specific protein OS=Cynops pyrrhogaster OX=8330 PE=2 SV=1	335	Cynops pyrrhogaster	Epidermal differentiation-specific protein
1865					Q91321	28.0	157	1.73e-09	Swiss-Prot		CRG12_LITCT	sp|Q91321|CRG12_LITCT Gamma-crystallin M1-2 OS=Lithobates catesbeianus OX=8400 PE=2 SV=1	177	Lithobates catesbeianus	Gamma-crystallin M1-2
1866					P48649	28.4	155	3.16e-09	Swiss-Prot	GM2	CRGM2_CHIID	sp|P48649|CRGM2_CHIID Gamma-crystallin M2 OS=Chiloscyllium indicum OX=443761 GN=GM2 PE=2 SV=2	176	Chiloscyllium indicum	Gamma-crystallin M2
1867					Q91320	28.0	157	5.96e-09	Swiss-Prot		CRG11_LITCT	sp|Q91320|CRG11_LITCT Gamma-crystallin M1-1 OS=Lithobates catesbeianus OX=8400 PE=2 SV=1	177	Lithobates catesbeianus	Gamma-crystallin M1-1
1868					P02522	28.8	139	6.73e-09	Swiss-Prot	CRYBB2	CRBB2_BOVIN	sp|P02522|CRBB2_BOVIN Beta-crystallin B2 OS=Bos taurus OX=9913 GN=CRYBB2 PE=1 SV=3	205	Bos taurus	Beta-crystallin B2
1869					Q06254	28.8	153	2.69e-08	Swiss-Prot	cryg1	CRG1_XENLA	sp|Q06254|CRG1_XENLA Gamma-crystallin-1 OS=Xenopus laevis OX=8355 GN=cryg1 PE=3 SV=1	175	Xenopus laevis	Gamma-crystallin-1
1870					P62698	28.1	139	3.09e-08	Swiss-Prot	CRYBB2	CRBB2_MESAU	sp|P62698|CRBB2_MESAU Beta-crystallin B2 OS=Mesocricetus auratus OX=10036 GN=CRYBB2 PE=2 SV=2	205	Mesocricetus auratus	Beta-crystallin B2
1871					P62696	28.1	139	3.09e-08	Swiss-Prot	Crybb2	CRBB2_MOUSE	sp|P62696|CRBB2_MOUSE Beta-crystallin B2 OS=Mus musculus OX=10090 GN=Crybb2 PE=1 SV=2	205	Mus musculus	Beta-crystallin B2
1872					P62697	28.1	139	3.09e-08	Swiss-Prot	Crybb2	CRBB2_RAT	sp|P62697|CRBB2_RAT Beta-crystallin B2 OS=Rattus norvegicus OX=10116 GN=Crybb2 PE=1 SV=2	205	Rattus norvegicus	Beta-crystallin B2
1873					Q2LEC2	28.1	139	4.18e-08	Swiss-Prot	CRYBB2	CRBB2_CANLF	sp|Q2LEC2|CRBB2_CANLF Beta-crystallin B2 OS=Canis lupus familiaris OX=9615 GN=CRYBB2 PE=2 SV=1	205	Canis lupus familiaris	Beta-crystallin B2
1874					Q91318	27.8	151	4.18e-08	Swiss-Prot		CRBB2_LITCT	sp|Q91318|CRBB2_LITCT Beta-crystallin B2 OS=Lithobates catesbeianus OX=8400 PE=2 SV=3	205	Lithobates catesbeianus	Beta-crystallin B2
1875					P43320	28.1	139	5.66e-08	Swiss-Prot	CRYBB2	CRBB2_HUMAN	sp|P43320|CRBB2_HUMAN Beta-crystallin B2 OS=Homo sapiens OX=9606 GN=CRYBB2 PE=1 SV=2	205	Homo sapiens	Beta-crystallin B2
1876					A2IBH5	28.1	139	5.66e-08	Swiss-Prot	CRYBB2	CRBB2_RABIT	sp|A2IBH5|CRBB2_RABIT Beta-crystallin B2 OS=Oryctolagus cuniculus OX=9986 GN=CRYBB2 PE=2 SV=1	205	Oryctolagus cuniculus	Beta-crystallin B2
1877					P07530	27.4	146	8.22e-08	Swiss-Prot	CRYBB1	CRBB1_CHICK	sp|P07530|CRBB1_CHICK Beta-crystallin B1 OS=Gallus gallus OX=9031 GN=CRYBB1 PE=2 SV=1	238	Gallus gallus	Beta-crystallin B1
1878					Q9Y4K1	29.2	154	1.27e-07	Swiss-Prot	CRYBG1	CRBG1_HUMAN	sp|Q9Y4K1|CRBG1_HUMAN Beta/gamma crystallin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CRYBG1 PE=1 SV=3	1723	Homo sapiens	Beta/gamma crystallin domain-containing protein 1
1879					P48646	26.8	153	3.03e-07	Swiss-Prot	GS-1	CRGS1_CHIID	sp|P48646|CRGS1_CHIID Gamma-crystallin S-1 OS=Chiloscyllium indicum OX=443761 GN=GS-1 PE=2 SV=2	173	Chiloscyllium indicum	Gamma-crystallin S-1
1880					P53674	26.7	150	3.07e-07	Swiss-Prot	CRYBB1	CRBB1_HUMAN	sp|P53674|CRBB1_HUMAN Beta-crystallin B1 OS=Homo sapiens OX=9606 GN=CRYBB1 PE=1 SV=2	252	Homo sapiens	Beta-crystallin B1
1881					Q68DQ2	26.2	141	5.54e-07	Swiss-Prot	CRYBG3	CRBG3_HUMAN	sp|Q68DQ2|CRBG3_HUMAN Very large A-kinase anchor protein OS=Homo sapiens OX=9606 GN=CRYBG3 PE=1 SV=3	2970	Homo sapiens	Very large A-kinase anchor protein
1882					P07318	29.1	148	1.01e-06	Swiss-Prot	CRYBB1	CRBB1_BOVIN	sp|P07318|CRBB1_BOVIN Beta-crystallin B1 OS=Bos taurus OX=9913 GN=CRYBB1 PE=1 SV=3	253	Bos taurus	Beta-crystallin B1
1883					Q007T1	28.4	148	1.32e-06	Swiss-Prot	CRYBB1	CRBB1_PIG	sp|Q007T1|CRBB1_PIG Beta-crystallin B1 OS=Sus scrofa OX=9823 GN=CRYBB1 PE=2 SV=1	249	Sus scrofa	Beta-crystallin B1
1884					A3RLD7	27.4	164	8.95e-06	Swiss-Prot	CRYGB	CRGB_MACMU	sp|A3RLD7|CRGB_MACMU Gamma-crystallin B OS=Macaca mulatta OX=9544 GN=CRYGB PE=2 SV=1	175	Macaca mulatta	Gamma-crystallin B
1885					P02531	25.5	149	1.11e-05	Swiss-Prot		CRG2_RANTE	sp|P02531|CRG2_RANTE Gamma-crystallin 2 (Fragment) OS=Rana temporaria OX=8407 PE=2 SV=1	169	Rana temporaria	Gamma-crystallin 2 (Fragment)
1886					P05813	24.5	151	1.92e-05	Swiss-Prot	CRYBA1	CRBA1_HUMAN	sp|P05813|CRBA1_HUMAN Beta-crystallin A3 OS=Homo sapiens OX=9606 GN=CRYBA1 PE=1 SV=4	215	Homo sapiens	Beta-crystallin A3
1887					Q8N1P7	26.4	144	2.08e-05	Swiss-Prot	CRYBG2	CRBG2_HUMAN	sp|Q8N1P7|CRBG2_HUMAN Beta/gamma crystallin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CRYBG2 PE=2 SV=2	1661	Homo sapiens	Beta/gamma crystallin domain-containing protein 2
1888					P10112	25.5	161	2.19e-05	Swiss-Prot	crygs	CRYGS_CYPCA	sp|P10112|CRYGS_CYPCA Gamma-crystallin S OS=Cyprinus carpio OX=7962 GN=crygs PE=2 SV=3	174	Cyprinus carpio	Gamma-crystallin S
1889	Cluster-75151.14378_NODE_78064_length_2115_cov_95.752930_g13631_i1	bombina_pachypus_corset_DEGS_blastp	6.39364212303721	0.0258728581336489	F7EKA8	63.8	160	3.3500000000000004e-64	TrEMBL	serpini2	F7EKA8_XENTR	tr|F7EKA8|F7EKA8_XENTR MGC107953 protein OS=Xenopus tropicalis OX=8364 GN=serpini2 PE=2 SV=3	410	Xenopus tropicalis	MGC107953 protein
1890					Q5U527	63.1	160	4.25e-64	TrEMBL	LOC495389	Q5U527_XENLA	tr|Q5U527|Q5U527_XENLA LOC495389 protein (Fragment) OS=Xenopus laevis OX=8355 GN=LOC495389 PE=2 SV=1	433	Xenopus laevis	LOC495389 protein (Fragment)
1891					A0A1L8GAB9	62.5	160	6.360000000000001e-64	TrEMBL	serpini2.L	A0A1L8GAB9_XENLA	tr|A0A1L8GAB9|A0A1L8GAB9_XENLA serpin I2 OS=Xenopus laevis OX=8355 GN=serpini2.L PE=3 SV=1	408	Xenopus laevis	serpin I2
